ཡིད་	mind	The element of a person that enables them to be aware of the world and their experiences
ཁ་ཏ་བྱེད་	cherish	To protect and care for someone or something lovingly
ལུས་	body	The physical structure of a person or animal
ཡིད་	mind	The element of a person that enables them to be aware of the world and their experiences, to think, and to feel
གཟུང་བྱས་	grasp	To seize and hold firmly
སྲུང་བར་བྱེད་	guard	To protect or defend
སོ་སོ་	separate	Forming or viewed as a unit apart or by itself
རྨོངས་པའི་ཡིད	Deluded mind	A mind clouded by ignorance or misconception
ཤིང་གཟུགས	Wooden figurine	A statue or image made of wood
མི་གཙང་ཚོགས	Machine of filth	A metaphor for the human body, emphasizing its impure nature
འཁྲུལ་འཁོར	Machine	A device with moving parts that performs a task
རུལ་བ	Festering	In a state of decay or rotting
བློ་	intellect	The capacity for rational thought and understanding
པགས་པ	skin	The outer covering of the body
ཤ	flesh	The soft substance consisting of muscle and fat found between the skin and bones of an animal or human
རུས་པ	bones	The hard tissues that form the skeleton of vertebrates
ཤེས་རབ	prajna	Wisdom or insight in Buddhist philosophy
མཚོན	blade	The cutting edge of a knife or sword
རུས་པ་	bones	The hard tissue that forms the skeleton of vertebrates
དབྱེ་བྱས་	chop apart	To separate or divide into pieces
རྐང་	marrow	The soft fatty substance in the cavities of bones
སྙིང་པོ་	essence	The intrinsic nature or indispensable quality of something
བརྟག་པར་གྱིས་	analyze	To examine methodically and in detail
སྙིང་པོ་	essence	The fundamental or most important part of something
ཆགས་ཚུལ་	attached manner	A way of behaving that shows strong affection or devotion
ལུས་	body	The physical structure of a person or animal
སྲུང་བར་བྱེད་	protect	To keep safe from harm or injury
མི་གཙང་བ	filth	impure or unclean substances
ཁྲག	blood	the red liquid that circulates in the arteries and veins of humans and other vertebrates
རྒྱུ་ལྟོ	entrails	the internal organs of an animal, especially the intestines
ལུས	body	the physical structure of a person or animal
ཝ	jackal	A wild dog-like carnivorous mammal
བྱ་རྒོད	vulture	A large bird of prey that feeds on carrion
ལུས	body	The physical structure of a person or animal
བཀོལ་བ	to use	To employ for a purpose
བསྲུངས	protect	To keep safe from harm or danger
འཆི་བདག	Lord of Death	A personification of death in Tibetan Buddhism
བརྩེ་བ་མེད་པ	merciless	Without mercy or compassion
ཕྲོགས	take	To seize or grab
བྱ	birds	Feathered, winged animals
ཁྱི	dogs	Domesticated canine animals
བྲན་གཡོག	servant	A person who works for another, especially in their household
གོས	clothes	Articles of dress; garments
ལུས	body	The physical structure of a person or animal
ཤ་ཐང་གསོ	tire yourself	To exhaust oneself; to become fatigued
གླ་རྔན་	wage	payment for work or services
དོན་བྱེད་	work for one's sake	to act for one's own purpose or benefit
ཕན་པ་	benefit	advantage or profit gained from something
སྦྱིན་པ་	give	to freely transfer the possession of something to someone
ལུས	lü	body
གྲུ	dru	boat
སེམས་ཅན	semchen	sentient beings
ཡིད་བཞིན	yizhin	wish-fulfilling
དོན་བསྒྲུབ	dön drup	to accomplish purpose, to benefit
རང་དབང་	self-control	The ability to control one's emotions and behavior
འཛུམ་པའི་བཞིན	smiling face	A facial expression showing happiness or friendliness
ཁྲོ་གཉེར	glowering brows	A frowning or angry facial expression
ངོ་ཟུམ	scowls	Angry or displeased facial expressions
འགྲོ་བའི་བཤེས	friendly to beings	Being kind and amicable to all living creatures
གསོང་པོ	straightforward	Direct and honest in communication or behavior
ཁྲི་	chair	A piece of furniture for sitting on, typically having four legs and a back
བབ་ཅོལ་	impetuous	Acting or done quickly and without thought or care
སྒྲ་	noise	A sound, especially one that is loud or unpleasant
སྒོ་	door	A hinged, sliding, or revolving barrier at the entrance to a building, room, or vehicle
དྲག་ཏུ་	violently	In a way that involves physical force intended to hurt, damage, or kill
གཅོམ་བསྐྱུངས་	subdued	(of a person or their manner) quiet and rather reflective or depressed
ཆུ་སྐྱར	Crane	A large wading bird with long legs and neck
བྱི་ལ	Cat	A small domesticated carnivorous mammal
ཆོམ་རྐུན	Burglar	A person who enters a building illegally with intent to steal
སྒྲ་མེད	Silence	The absence of sound or noise
འཇབ	Unobtrusively	In a way that is not conspicuous or attracting attention
དོན་སྒྲུབ་པ	Achieve ends	To accomplish or attain desired goals or objectives
ཐུབ་པ	Sage	A profoundly wise person, especially one who features in ancient history or legend
གཞན་ལ་བཞེན་བསྐུལ་འདེབས་མཁས་	Skilled in advising others	Proficient in giving guidance or counsel to other people
མ་བཅོལ་ཕན་པ་བྱེད་པའི་ངག	Unsolicited helpful speech	Words or advice that are beneficial but not requested
གུས་པས་སྤྱི་བོས་བླང་	Respectfully accept	To receive or take in with respect or reverence
ཀུན་གྱི་སློབ་མར་གྱུར	Be a student of everyone	To maintain a learning attitude towards all people
ལེགས་པར་སྨས་པ	spoken well	to have expressed oneself clearly and effectively
དགེ་བར་གསུངས	spoken virtuously	to have spoken in a morally upright or righteous manner
བསོད་ནམས	merit	positive karma or spiritual benefit gained from good deeds
བསྟོད་པ	praise	to express warm approval or admiration
དགའ་བ་བསྐྱེད	make feel glad	to cause someone to experience joy or happiness
ཡོན་ཏན	Good qualities	Positive attributes or virtues of a person
ལྐོག་ན	Discreetly	In a careful and prudent manner, especially to avoid causing embarrassment or attracting attention
རྗེས་སུ་བརྗོད	Repeat	To say again or restate
རང་གི	Your own	Belonging to or associated with oneself
ཤེས་པར་རིག་པར་བྱ	Understand	To comprehend or recognize the meaning of something
རྩོམ་པ་	Effort	An attempt or endeavor
དགའ་	Happiness	A state of contentment or joy
རིན་	Wealth	Abundance of valuable possessions or money
ཉོ་	Buy	To acquire in exchange for payment
དཀོན་	Rare	Not found in large numbers; uncommon
ཡོན་ཏན་	Good qualities	Positive attributes or virtues
བདེ་བ་	Pleasure	A feeling of happy satisfaction and enjoyment
སྤྱད་པར་བྱ་	To enjoy	To take pleasure in or derive satisfaction from
བདག་	me/I	First-person singular pronoun
གོང་	loss	Damage or disadvantage
ཕ་རོལ་	the next	The future or afterlife
བདེ་བ་	happiness	State of well-being or contentment
ཉེས་པ	wrongdoing	Immoral or illegal behavior
མི་དགའ་	gloom	State of melancholy or depression
སྡུག་བསྔལ་	suffering	Physical or mental pain or distress
ཆེ་	great	Of considerable importance, size, or intensity
སྨྲ་ན	When talking	The act of speaking or conversing
ཡིད་ཕེབས	Sincerely	In a truthful and honest manner
འབྲེལ་པ	Coherently	In a logical and consistent way
དོན་གསལ	Clearly	In a way that is easy to perceive or understand
ཡིད་དུ་འོང་བ	Pleasantly	In an agreeable or enjoyable manner
ཆགས་དང་ཞེ་སྡང་སྤངས་པ	Without attachment or aversion	Free from emotional bias or extreme reactions
འཇམ་ཞིང་	Gently	In a mild or kind way
རན་པར	In moderation	With restraint, not excessively
སྨྲ་བར་བྱ	Should speak	The act of expressing oneself verbally
སེམས་ཅན་	sentient being	A living, conscious entity in Buddhist philosophy
སངས་རྒྱས་	buddhahood	The state of complete enlightenment in Buddhism
དྲང་	sincerely	In a truthful and honest manner
བྱམས་པ་	lovingly	With affection and compassion
རྟག་པར་	continuously	without interruption or cessation
མངོན་ཞེན་	yearning	strong desire or longing
གཉེན་པོ་	antidote	a remedy or counteraction
ཡོན་ཏན་	qualities	positive attributes or characteristics
ཕན་འདོགས་	benefit	advantage or help given to someone
སྡུག་བསྔལ་	suffering	physical or mental pain or distress
དགེ་ཆེན་	great virtues	significant positive moral qualities or behaviors
མཁས་ཤིང་	Skillfully	Having or showing skill; expert
ལྡང་	Cheerfully	In a happy or cheerful manner
ལས་རྣམས	Tasks	Pieces of work to be done
བདག་གིས	Myself	Used to emphasize that one does something oneself
རྟག་ཏུ	Always	At all times; on all occasions
ལྟོས་པར་བྱ་བ	Dependent	Relying on or requiring the support of another
སྦྱིན་པའི་ཕ་རོལ་ཕྱིན	Transcendent giving	The perfection of generosity, one of the six perfections in Buddhism
གོང་ནས་གོང་དུ	Progress	Advancing or improving gradually
ཁྱད་ཞུགས་སྤྱད	Practice progressively	To engage in practices that become increasingly advanced or profound
ཆུང་ངུའི་ཕྱིར	For the lesser	For the sake of something minor or less important
ཆེ་མི་གཏང	Don't drop the greater	Do not abandon or give up something of greater importance
གཞན་གྱི་དོན	Others' benefit	The welfare or well-being of other beings
རིག་བྱས	Realizing	Understanding or becoming aware of something
གཞན་དོན	sake of others	The benefit or welfare of other people
རྟག་ཏུ	continually	Constantly or without interruption
བརྩོན་པར	make efforts	To work hard or strive towards a goal
ཐུགས་རྗེ་མངའ་བ	merciful	Having or showing compassion
རིང་གཟིགས་པས	far-seeing	Having foresight or the ability to predict future events
བཀག་པ	forbidden	Prohibited or not allowed
གནང	allows	Gives permission or consent
ལོག་པར་ལྷུང་	fallen low	those who have declined or fallen from a higher state
མགོན་མེད་	unprotected	those without protection or support
བརྟུལ་ཞུགས་གནས་	ascetics	those who practice severe self-discipline and abstention
རན་པ་ཙམ་	moderately	in a moderate or reasonable amount
ཆོས་གོས་གསུམ་	three dharma robes	the three robes worn by Buddhist monastics
སྦྱིན་	give away	to donate or offer to others
དམ་པའི་ཆོས་	true dharma	The authentic teachings of Buddhism
སྤྱོད་པའི་ལུས	body for practicing	The human body used as a vehicle for spiritual practice
ཕྲན་ཚེགས	minor ends	Trivial or insignificant purposes
སེམས་ཅན	sentient beings	All living creatures capable of feeling and perception
བསམ་པ	wishes	Desires or aspirations
རྫོགས་པར་འགྱུར	fulfill	To complete or satisfy fully
སྙིང་རྗེ	Compassion	A feeling of deep sympathy and concern for others who are suffering
བསམ་པ	Intent	The purpose or intention behind an action
ལུས	Body	The physical structure of a person or animal
གཏང་བ	To give up/sacrifice	To surrender or relinquish something valuable
དོན་ཆེན	Great aims/purposes	Important or significant goals or objectives
སྒྲུབ་པ	To achieve/accomplish	To successfully complete or attain a goal
རྒྱུ	Cause	Something that brings about an effect or result
ཆོས་	Dharma	The teachings of Buddhism or spiritual truth
མ་གུས་པ་	lack respect	showing disrespect or irreverence
མགོ་དཀྲིས་	turban	a head covering made of cloth wrapped around the head
གདུགས་	parasol	a lightweight umbrella used for shade
འཁར་བ་	stave	a wooden staff or walking stick
མཚོན་	weapon	an instrument used for fighting or attack
མགོ་བོ་གཡོགས་པ་	veil their heads	to cover one's head with a cloth or veil
དམན་	lesser	Of lower status or capability
ཟབ་	deep	Profound or difficult to understand
རྒྱ་ཆེ་	vast	Extensive or comprehensive
སྐྱེས་པ་	man	Adult male
བུད་མེད་	women	Adult female
དམན་	foundational	Basic or elementary
མཆོག་	higher	Superior or advanced
ཆོས་	dharmas	Buddhist teachings or principles
མཚུངས་པར་	equally	In the same manner
གུས་པ་	reverence	Deep respect or veneration
སྤྱད་	approach/practice	To engage in or carry out
རྒྱ་ཆེན་ཆོས་	vast dharma	The extensive and profound teachings of Buddhism
སྣོད་	vessel	A person capable of receiving and containing teachings
དམན་པའི་ཆོས་	lesser dharma	Teachings of lower or inferior quality
སྤྱོད་པ་	conduct	Behavior or way of acting
མདོ་	sutra	Buddhist scriptures containing the discourses of the Buddha
སྔགས་	mantra	Sacred utterance, syllable, word or group of words in Buddhism
འདྲིད་	lead astray	To mislead or misdirect someone
སོ་ཤིང་	tooth stick	A small stick used for cleaning teeth
མཆིལ་མ་	spit	Saliva expelled from the mouth
དགབ་པར་བྱ	cover up	To conceal or hide something
གཅི་	urinate	To pass urine
ལོངས་སྤྱོད་པའི་	usable	Capable of being used
ཆུ་	water	A clear liquid essential for life
ཐང་	land	The solid part of the earth's surface
དོར་བ་	discard	To throw away or get rid of something
སྨད་	disgraceful	Bringing shame or discredit
ཁ་བཀང་བ་	cram food	To fill one's mouth excessively with food
སྒྲ་བཅས	noisily	Making sound while eating
ཁ་གདངས་	open mouthed	With the mouth wide open
བཟའ་	eat	To consume food
རྐང་པ་བརྐྱང་	legs stretched out	To extend one's legs fully
ལག་པ་མཉམ་པར་མཉེ་	rub both hands	To rub or massage both hands simultaneously
བཞོན་པ་	ride	A means of transportation or conveyance
མལ་སྟན་	bed	A piece of furniture for sleep or rest
གནས་	place	A particular position or location
བུད་མེད་	woman/spouse	A female person or wife
འཇིག་རྟེན་	world/people	The earth or its inhabitants
མ་དད་	lose faith	To no longer believe or trust
མཐོང་	observe	To see or notice
དྲིས་	inquire	To ask for information
སྤང་བར་བྱ་	give up	To abandon or relinquish
སོར་མོ	finger	A digit of the hand
བརྡ	signal, gesture	A movement or action used to convey information or instructions
གུས་དང་བཅས་པ	respectful	Showing politeness and consideration
གཡས་པ	right (hand)	The hand on the right side of the body
ལག་པ	hand	The end part of a person's arm beyond the wrist
ལམ	path	A way or route
བསྟན་པ	to show, to teach	To demonstrate or explain something
ལག་པ་	arm	The upper limb of the human body from the shoulder to the hand
བསྐྱོད་	move	To change position or cause to change position
སྒྲ་བསྒྲགས་	make a noise	To produce a sound
སེ་གོལ་	snapping	The act of making a sharp, cracking sound with the fingers
བརྡ་	signal	A gesture, action, or sound that is used to convey information or instructions
མ་བསྡམས་པ	unrestrained	Not controlled or restricted
མགོན་པོ་	Protector	A term often used to refer to the Buddha or other enlightened beings
མྱ་ངན་འདས་	nirvana	The state of liberation from suffering and the cycle of rebirth
གཟིམས་	lie down	To recline or rest in a lying position
འདོད་པའི་ཕྱོགས་	preferred direction	The direction one chooses or desires to face
ཤེས་བཞིན་	awareness	Conscious knowledge or perception
མྱུར་དུ་ལྡང་	get up promptly	To rise or awaken quickly
སེམས་	mind	The faculty of consciousness and thought
ཐོག་མ་ཉིད་དུ་	from the outset	From the very beginning
ངེས་པར་སྦྱར་	resolve	To make a firm decision or commitment
བྱང་ཆུབ་སེམས་དཔའ་	bodhisattva	A being who seeks enlightenment not only for themselves but for all sentient beings
སྤྱོད་པ་	practice	A spiritual or religious activity or way of conduct
ཚད་མེད་པ་	innumerable	Countless or too many to be counted
སེམས་སྦྱང་བ་	purifying the mind	The process of cleansing or refining one's thoughts and mental states
ངེས་པར་	certainly	Without doubt; definitely
སྤྱད་པར་བྱ་	should be engaged in	To be practiced or undertaken
ཉིན་དང་མཚན་མོ་	day and night	The period of 24 hours comprising daytime and nighttime
ཕུང་པོ་གསུམ་པ་	Sutra in Three Sections	A Buddhist text divided into three parts
རྒྱལ་	victors	Refers to buddhas who have conquered delusions
བྱང་ཆུབ་སེམས་	bodhichitta	The aspiration to attain enlightenment for the benefit of all beings
ལྟུང་བའི་ལྷག་མ་	remaining downfalls	Residual transgressions or ethical violations in Buddhist practice
ཞི་བྱ་	pacify	To calm or neutralize (in this context, to purify or eliminate)
བསླབ་པ	precepts	Rules or instructions for moral conduct
གནས་སྐབས	situation	A set of circumstances or state of affairs
འབད	make efforts	To work hard or strive towards a goal
སྤྱོད	do	To perform or carry out an action
རྒྱལ་སྲས་	victors' offspring	Bodhisattvas or spiritual heirs of the Buddha
བསླབ་པ་	learn	To study or train in
མཁས་པ་	wise	Learned or skilled person
བསོད་ནམས་	merit	Positive karma or virtuous deeds
སེམས་ཅན་	Beings	Living creatures or sentient beings in Buddhist philosophy
དོན་	Benefit	Advantage or good for someone or something
བྱང་ཆུབ་	Enlightenment	The state of perfect knowledge or wisdom in Buddhism
བསྔོ་	Dedicate	To devote or set aside for a particular purpose or cause
དགེ་བའི་བཤེས་གཉེན	spiritual friend	A virtuous teacher or mentor in spiritual practice
ཐེག་ཆེན	Mahayana	The "Great Vehicle" of Buddhism, emphasizing universal liberation
བྱང་ཆུབ་སེམས་དཔའ	bodhisattva	An enlightened being who delays nirvana to help others
བརྟུལ་ཞུགས	vow	A solemn promise or commitment, especially in spiritual practice
སྲོག	life	The state of being alive; existence
བླ་མ་	guru	A spiritual teacher or master in Tibetan Buddhism
རྣམ་ཐར	life story	A biography or hagiography, often of a spiritual master
དཔལ་འབྱུང་བ	Shri Sambhava	A renowned Buddhist master
སངས་རྒྱས	Buddha	The enlightened one, founder of Buddhism
བཀའ་སྩལ	teachings	Instructions or doctrines given by the Buddha
མདོ་སྡེ	sutras	Buddhist scriptures containing the teachings of the Buddha
མདོ་སྡེ	sutra	A Buddhist scripture or discourse
བསླབ་པ	precept	A rule or instruction, especially in Buddhism
ནམ་མཁའི་སྙིང་པོ	Akashagarbha	A bodhisattva in Mahayana Buddhism, whose name means "Essence of Space"
བཀླག་པར་བྱ	should read	An instruction to read or study
བལྟ་བར་བྱ	should read/study	An instruction to read, study, or examine
རྟག་ཏུ་སྤྱད་པ	Practiced constantly	Actions or behaviors that are performed regularly or continuously
རྒྱ་ཆེར་རབ་སྟོན་པ	Teaches in detail	Provides comprehensive and thorough instruction
བསླབ་པ་ཀུན་ལས་བཏུས་པ	Compendium of Trainings	A comprehensive collection or summary of Buddhist teachings and practices
ཡང་དང་ཡང་དུ་བལྟ	Read over and over again	To repeatedly study or examine a text
མདོར་བསྡུས་པ	shorter	Concise or abbreviated form
མདོ་རྣམས་ཀུན་ལས་བཏུས་པ	Compendium of Sutras	A collection or compilation of Buddhist sutras
འཕགས་པ་ཀླུ་སྒྲུབ	noble Nagarjuna	An influential Buddhist philosopher from ancient India
གཉིས་པོ	The two	Referring to two specific works by Nagarjuna
འབད་པས	try	To make an effort or attempt
བཀག་པ	prohibit	To forbid or prevent something
སྤྱད་པར་བྱ་བ	act upon	To take action based on something
འཇིག་རྟེན	worldly	Relating to the ordinary world, as opposed to spiritual matters
སེམས	mind	The element of a person that enables them to be aware of the world and their experiences
བསྲུང་བ	guard	To protect or defend
བསླབ་པ	precept	A general rule intended to regulate behavior or thought
ཡང་དག	correctly	In a way that is true, accurate, or right
ལུས་	lü	body
སེམས་	sem	mind
གནས་སྐབས་	né kap	status, condition
བརྟག་བྱ་བ་	tak cha wa	to examine, investigate
མདོར་ན་	dor na	in brief, in short
ཤེས་བཞིན་	shé zhin	awareness, mindfulness
བསྲུང་བ་	sung wa	to maintain, protect
མཚན་ཉིད་	tsen nyi	characteristic, definition
ལུས་	body	The physical structure of a person or animal
སྤྱད་པར་བྱ	practice	To perform or carry out regularly
ཚིག་ཙམ་	just words	Mere verbal expression without action
སྨན་དཔྱད་	medical books	Texts containing medical knowledge and treatments
ནད་པ་	patients	People receiving medical treatment
བསྐལ་པ་	kalpa	An aeon or extremely long period of time in Buddhist cosmology
བདེ་གཤེགས་	sugata	An epithet for Buddha, meaning "one who has gone to bliss"
སྦྱིན་	giving	The act of generosity or donation
མཆོད་	offering	Ritual offerings made to deities or enlightened beings
ལེགས་སྤྱད་	good deeds	Virtuous or meritorious actions
ཁོང་ཁྲོ་	anger	A strong feeling of displeasure or hostility
འཇོམས་པ་	destroy	To ruin or annihilate completely
ཞེ་སྡང་	hatred	A strong feeling of dislike or aversion
སྡིག་པ་	misdeed	A wrongful or wicked act
བཟོད་པ་	patience	The capacity to accept or tolerate delay, trouble, or suffering without getting angry or upset
དཀའ་ཐུབ་	austerity	Severe self-discipline and avoidance of all forms of indulgence
ནན་ཏན་	assiduously	With great care and perseverance
བསྒོམ་པ་	cultivate	To try to acquire or develop a quality or skill
ཞེ་སྡང་	hatred	A strong feeling of dislike or aversion
ཟུག་རྔུ་	pangs	A sudden sharp pain or painful emotion
སེམས་	mind	The element of a person that enables them to be aware of the world and their experiences
ཞི་བ་	peace	Freedom from disturbance; tranquility
དགའ་	joy	A feeling of great pleasure and happiness
བདེ་བ་	comfort	A state of physical ease and freedom from pain or constraint
གཉིད་	sleep	A condition of body and mind that typically recurs for several hours every night
བརྟན་	constancy	The quality of being unchanging or unwavering
ནོར་	nor	wealth, riches
བཀུར་སྟི་	kurti	respect, honor
དྲིན་	drin	favor, kindness
བརྟེན་	ten	depend on, rely on
སྡང་ལྡན་	dang den	filled with hate, hateful
རྗེ་དཔོན་	jedpon	master, lord
གསོད་	sö	kill, slay
རྒོལ་	göl	confront, attack
མཛའ་བཤེས་	friends	Close companions or associates
སྦྱིན་པ	gifts	Things given voluntarily without payment
བསྟེན་	serve	To work for or assist someone
ཁྲོ་བ	angry	Feeling or showing strong annoyance or hostility
བདེར་གནས་པ	happy	Feeling or showing pleasure or contentment
ཁྲོ་བ	anger	A strong feeling of displeasure or hostility
དགྲ	enemy	A person who is actively opposed or hostile to someone or something
སྡུག་བསྔལ	suffering	Physical or mental pain or distress
བསྒྲིམས	diligently	In a way that shows persistent and hard-working effort
འཇོམས་པ	overcome	Succeed in dealing with a problem or difficulty
བདེ	happy	Feeling or showing pleasure or contentment
མི་འདོད་	mi död	unwanted, undesired
འདོད་པ་	döpa	desire, wish
གེགས་	gek	obstacle, hindrance
ཡིད་མི་བདེ་བ་	yi mi dewa	displeasure, unhappiness
ཞེ་སྡང་	zhedang	hatred, anger
བརྟས་	té	to grow, increase
བདག་འཇོམས་	dak jom	self-destruction
དགྲ་བོ	enemy	A person who is actively opposed or hostile to someone or something
ཟས	sustenance	Food and drink regarded as a source of strength; nourishment
གནོད་པ	harm	Physical injury or mental damage; hurt
ལས་གཞན་མེད	no other function	Having no purpose or use other than the one specified
ཅི་ལ་བབ་ཀྱང་	Whatever happens	A phrase indicating any possible circumstance or situation
དགའ་བའི་ཡིད་	Cheerfulness	A state of being happy or optimistic
དཀྲུགས་མི་བྱ་	Will not upset	To refrain from disturbing or agitating
མི་དགའ་	Displeasure	A feeling of dissatisfaction or annoyance
འདོད་	Wishes	Desires or hopes for something to happen
མི་འགྲུབ་	Won't fulfill	Failure to achieve or realize
དགེ་བ་	Virtues	Moral excellence, goodness, or righteousness
ཉམས་པར་འགྱུར་	Will strip away	To diminish or deteriorate
བཅོས་སུ་ཡོད་	can be fixed	able to be remedied or corrected
མི་དགར་	displeased	feeling unhappy or dissatisfied
བཅོས་སུ་མེད་	can't be fixed	unable to be remedied or corrected
མི་དགའ་བྱས་	to be displeased	to feel unhappy or dissatisfied
ཅི་ཕན་	what good	what benefit or use
བདག	self	one's own person or identity
བཤེས	friend	a person with whom one has a bond of mutual affection
སྡུག་བསྔལ	pain	physical or mental suffering
བརྙས	humiliation	the action of humiliating someone or the state of being humiliated
ཚིག་རྩུབ	harsh words	unkind or unpleasant speech
མི་སྙན	disrepute	the state of being held in low esteem by the public
དགྲ	foe	an enemy or opponent
བདེ་བ	happiness	A state of contentment, joy, or well-being
སྡུག་བསྔལ	pain/suffering	Physical or emotional discomfort or distress
རྒྱུ	cause	Something that brings about an effect or result
ངེས་འབྱུང	wish for freedom	The desire to be liberated from suffering or cyclic existence
སེམས	mind	The element of a person that enables them to be aware of the world and their experiences
བརྟན་པ	steadfast	Firmly fixed in place; not subject to change
དཀའ་ཟློག་དད	Durga cults	Followers of the Hindu goddess Durga
ཀརྣ་པ	Karnatans	People from Karnataka, a state in India
བསྲེག	burns	Injuries caused by fire or heat
བཅད	wounds	Cuts or injuries to the body
ཚོར་བ	sensations	Physical feelings or experiences
དོན་མེད	pointlessly	Without purpose or meaning
བཟོད་བྱེད	bear	To endure or tolerate
ཐར་པ	liberation	Freedom from the cycle of rebirth in Buddhism
གོམས་	Used to	Accustomed or habituated to something
དངོས་	Thing	A physical or abstract entity
གནོད་པ་ཆུང་	Minor pains	Small or insignificant harms or discomforts
གནོད་པ་ཆེན་པོ་	Great harms	Significant or major injuries or damages
བཟོད་པར་བྱོས་	Bear	To endure or tolerate something
སྦྲུལ་	serpent	A long, legless reptile; a snake
ཤ་སྦྲང་	mosquito	A small flying insect known for biting and sucking blood
བཀྲེས་སྐོམ་	hunger and thirst	The feeling of needing food and water
ཚོར་བ་	feeling	A physical or emotional sensation
གཡན་པ་	rash	An area of irritated or swollen skin
སྡུག་བསྔལ་	pain	Physical or emotional suffering
ཚ་གྲང་	Heat and cold	Extreme temperatures
ཆར་	Rain	Precipitation in the form of water droplets
རླུང་	Wind	Moving air in the atmosphere
ནད་	Illness	A disease or period of sickness
འཆིང་	Bondage	The state of being bound or tied up
རྡེག་	Beatings	Physical attacks or blows
བཟེ་རེ་	Thin-skinned	Overly sensitive or easily offended
གནོད་པ་	Harm	Damage or injury
འཕེལ་	Increase	To become greater in amount or intensity
ལ་ལ	Some	Referring to certain individuals or a subset of people
ཁྲག	Blood	The red fluid that circulates in the arteries and veins of humans and other vertebrate animals
དཔའ་བརྟན	Courageous	Showing bravery or valor
བོག	Faint	Lose consciousness briefly
བརྒྱལ	Unconscious	In a state of not being aware and not responding to one's environment
སེམས་ཀྱི་ངང་བརྟན	steadfastness of mind	Mental stability or firmness
སྡར་མའི་ཚུལ	cowardice	Lack of courage
གནོད་པ	injuries	Harm or damage
སྡུག་བསྔལ	pains	Suffering or distress
ཁྱད་བསད	disregard	To ignore or pay no attention to
མི་ཚུགས	not affect	To not be influenced or impacted by
མཁས་པ	wise	A person with knowledge, understanding, and good judgment
སྡུག་བསྔལ	pain/suffering	Physical or emotional discomfort or distress
སེམས	mind	The element of a person that enables them to be aware of the world and their experiences
ཉོན་མོངས	afflictions	Mental states that cloud the mind and cause suffering
གཡུལ་འགྱེད	wage war	To engage in or carry on a conflict or struggle
གནོད་པ	harm	Physical or mental damage or injury
སྡུག་བསྔལ	suffering	Physical or mental pain and distress
ཞེ་སྡང	hatred	Intense dislike or ill will
དགྲ	enemy	A person who is actively opposed or hostile to someone or something
རྒྱལ་བྱེད	triumphant	Having won a battle or contest; victorious
དཔའ་བོ	hero	A person who is admired for their courage, outstanding achievements, or noble qualities
རོ	corpse	A dead body, especially of a human being
སྡུག་བསྔལ་	suffering	Physical or mental pain and distress
ཡོན་ཏན་	benefits	Positive or advantageous qualities
སྐྱོ་བ་	weariness	Tiredness or lack of enthusiasm
དྲེགས་པ་	arrogance	Excessive pride or self-importance
འཁོར་བ་པ་	samsaric	Those trapped in the cycle of rebirth and suffering
སྙིང་རྗེ་	compassion	Sympathetic concern for others' suffering
སྡིག་	misdeeds	Morally wrong or evil actions
དགེ་	virtue	Moral excellence or righteousness
མཁྲིས་པ་	bile	A bodily fluid produced by the liver
སྡུག་བསྔལ་	suffering	Physical or mental pain or distress
འབྱུང་གནས་	source	The point of origin or cause of something
སེམས་ཡོད་	sentient	Having the power of perception by the senses; conscious
རྐྱེན་	conditions	Circumstances that affect the way in which people live or work
བསྐུལ་	provoke	To stimulate or incite (someone) to action
ནད་	illness	A disease or period of sickness affecting the body or mind
ཉོན་མོངས་	afflictions	Mental states that cloud the mind and manifest in unwholesome actions
མི་འདོད་བཞིན་དུ་	involuntarily	Without conscious control; not by choice
ནན་གྱིས་	compelled	Forced or obliged to do something
ཉེས་པ་	offense	a wrongdoing or transgression
སྡིག་པ་	misdeed	a wicked or evil act
རྐྱེན་	condition	a circumstance or factor influencing an occurrence
རང་དབང་	self-control	the ability to control oneself or one's actions
གཙོ་བོ་	primal substance	The fundamental or primary element or principle
བདག་	self	The essential nature or identity of an individual
འབྱུང་བ་	arise	To come into existence or prominence
ཆེད་དུ་བསམས་	intentionally	Done with purpose or deliberation
མ་སྐྱེས་པ	unarisen	not having come into existence
སྐྱེ་བ	arising	coming into existence
ཡུལ	object	a thing or entity that is perceived or known
གཡེང་	distracted	having one's attention diverted
འགག་པ	cease	to come to an end or stop existing
བདག	self	The concept of a permanent, unchanging essence or soul
རྟག	permanent	Lasting or existing forever; without end
མཁའ	space	The expanse in which all material objects are located
རྐྱེན	condition	A circumstance or factor that influences or affects something
འགྱུར་བ་མེད	unchanging	Not changing or becoming different
བྱེད་པ	action	The act of doing or performing something
སྔོན་བཞིན	like before	In the same manner as previously
འབྲེལ་པ	related	Connected or associated with something else
ཐམས་ཅད་	everything	all things or phenomena
གཞན་གྱི་དབང་	dependent	reliant on other factors or conditions
དབང་མེད	no control	lacking autonomy or independence
སྦྲུལ་ལྟ་བུའི	snake-like	resembling or having qualities of a snake
དངོས་པོ་	thing	object or phenomenon
ཁྲོ་མི་འགྱུར	won't get angry	will not become angry or enraged
བཟློག་བྱ་	avert	To prevent or ward off
རིགས་པ་	logical	Reasonable or sensible
སྡུག་བསྔལ་	suffering	Physical or mental pain
རྒྱུན་ཆད་	cease	To come to an end or stop
བརྟེན་	dependent	Relying on or determined by something else
