བདེ་གཤེགས་ཆོས་ཀྱི་སྐུ་མངའ་སྲས་བཅས་དང་། །ཕྱག་འོས་ཀུན་ལའང་གུས་པར་ཕྱག་འཚལ་ཏེ། །བདེ་གཤེགས་སྲས་ཀྱི་སྡོམ་ལ་འཇུག་པ་ནི། །ལུང་བཞིན་མདོར་བསྡུས་ནས་ནི་བརྗོད་པར་བྱ། །	I prostrate with respect to the sugatas, Who have the dharmakaya, and their offspring, And also to all worthy of veneration. I'll teach in brief, according to the scriptures, The way to enter the bodhisattva's vows.

Glossary:

Glossary:
བྱང་ཆུབ་སེམས	bodhichitta	The enlightened mind or the aspiration to attain enlightenment for the benefit of all beings
ཐར་བ	liberation	Freedom from the cycle of rebirth and suffering in Buddhism
ལས་ཚུལ	way of karma	The principle of cause and effect in Buddhist philosophy
བསམ་གྱིས་མི་ཁྱབ	inconceivable	Beyond comprehension or imagination
ཐམས་ཅད་མཁྱེན་པ	omniscient	All-knowing or having infinite knowledge
----------------------------------------------------------------------------------------------------
དེ་ནི་བྱང་ཆུབ་སེམས་དཔའ་ལ། །ལྟུང་བའི་ནང་ན་ལྕི་བ་སྟེ། །འདི་ལྟར་དེ་ནི་བྱུང་གྱུར་ན། །སེམས་ཅན་ཀུན་གྱི་དོན་ལ་དམན། །	This downfall, for a bodhisattva, is the most serious of all. If it occurs, their benefit to all sentient beings is diminished.

Glossary:
བྱང་ཆུབ་སེམས་དཔའ	bodhisattva	A person who seeks enlightenment not only for themselves but for all sentient beings
ལྟུང་བ	downfall	A moral or spiritual lapse
སེམས་ཅན	sentient beings	Living creatures capable of perception and feeling
དོན	benefit	Advantage or good
----------------------------------------------------------------------------------------------------
གང་གཞན་སྐད་ཅིག་ཙམ་ཡང་འདིའི། །བསོད་ནམས་བར་ཆད་གེགས་བྱེད་པ། །སེམས་ཅན་དོན་ལ་དམན་གྱུར་པས། །དེ་ཡི་ངན་འགྲོ་མུ་མཐའ་མེད། །	Anyone else who thwarts their merit even for a moment will be born endlessly in the lower realms, since they've decreased beings' welfare.

Glossary:
བསོད་ནམས་	merit	Positive karma or good fortune resulting from virtuous actions
བར་ཆད་	obstacle	Something that impedes or hinders progress
གེགས་བྱེད་པ་	to thwart	To prevent or obstruct (someone or something) from accomplishing something
སེམས་ཅན་	beings	Living creatures, sentient beings
དོན་	welfare	The health, happiness, and fortunes of a person or group
དམན་	decreased	Reduced or diminished in size, amount, or degree
ངན་འགྲོ་	lower realms	Unfortunate states of rebirth in Buddhist cosmology, such as hell realms, hungry ghost realm, or animal realm
མུ་མཐའ་མེད་	endless	Having or seeming to have no end or limit
----------------------------------------------------------------------------------------------------
སེམས་ཅན་གཅིག་གི་བདེ་བ་ཡང་། །བཤིག་ན་བདག་ཉིད་ཉམས་འགྱུར་ན། །ནམ་མཁའ་མ་ལུས་མཐའ་ཀླས་པའི། །ལུས་ཅན་བདེ་བཤིག་སྨོས་ཅི་དགོས། །	If one who spoils the happiness of even a single being is ruined, why mention ruining the well-being of infinite beings throughout space?

Glossary:
སེམས་ཅན་	sentient being	A living entity capable of consciousness and feeling
བདེ་བ་	happiness	A state of well-being and contentment
ཉམས་	ruined	Damaged or destroyed
ནམ་མཁའ་	space	The expanse in which all things exist
མཐའ་ཀླས་པའི་	infinite	Without limit or end
ལུས་ཅན་	beings	Living entities with physical forms
----------------------------------------------------------------------------------------------------
དེ་ལྟར་ལྟུང་བ་སྟོབས་ལྡན་དང་། །བྱང་ཆུབ་སེམས་སྟོབས་ལྡན་པ་དག །འཁོར་བར་རེས་ཀྱིས་འདྲེ་བྱེད་ན། །ས་ཐོབ་པ་ལ་ཡུན་རིང་ཐོགས། །	If swinging back and forth between strong downfalls and strong bodhichitta, you mix them in samsaric cycles, it will take long to reach the levels.

Glossary:
ལྟུང་བ་	downfall	A moral transgression or violation of vows
བྱང་ཆུབ་སེམས་	bodhichitta	The aspiration to attain enlightenment for the benefit of all beings
འཁོར་བ་	samsara	The cycle of rebirth and suffering in Buddhist philosophy
ས་	level	In this context, refers to the stages of spiritual attainment in Buddhism
ཡུན་རིང་	long time	An extended period of time
----------------------------------------------------------------------------------------------------
དེ་ལྟས་ཇི་ལྟར་དམ་བཅས་བཞིན། །བདག་གིས་གུས་པར་བསྒྲུབ་པར་བྱ། །དེང་ནས་བརྩོན་པར་མ་བྱས་ན། །འོག་ནས་འོག་ཏུ་འགྲོ་བར་འགྱུར། །	Therefore, I will, with dedication, accomplish what I promised to do. If from now on, I make no effort, I'll go from lower to lower realm.

Glossary:
དམ་བཅས་	promise	A solemn declaration or commitment to do something
གུས་པར་	with dedication	With respect, reverence, or devotion
བསྒྲུབ་པར་བྱ་	accomplish	To successfully complete or achieve something
བརྩོན་པར་	effort	Determined attempt or exertion
འོག་ནས་འོག་ཏུ་	from lower to lower	Descending to increasingly worse states or conditions
འགྲོ་བར་འགྱུར་	will go	Will proceed or move in a particular direction or state
----------------------------------------------------------------------------------------------------
སེམས་ཅན་ཐམས་ཅད་ཕན་མཛད་པའི། །སངས་རྒྱས་གྲངས་མེད་འདས་གྱུར་ཀྱང་། །བདག་ནི་རང་གི་ཉེས་པས་དེའི། །གསོ་བའི་སྤྱོད་ཡུལ་མ་གྱུར་ཏོ། །	Though countless buddhas have appeared and benefited all sentient beings, due to my own faults, I have not become an object of their healing activity.

Glossary:
སེམས་ཅན་	sentient beings	Living creatures capable of perception and feeling
སངས་རྒྱས་	buddhas	Enlightened beings who have attained perfect wisdom and compassion
ཉེས་པ་	faults	Mistakes or wrongdoings
གསོ་བ་	healing	The process of making or becoming healthy again
སྤྱོད་ཡུལ་	object (of activity)	The focus or recipient of an action or practice
----------------------------------------------------------------------------------------------------
ད་དུང་དེ་བཞིན་བདག་བྱེད་ན། །ཡང་དང་ཡང་དུའང་དེ་བཞིན་ཏེ། །ངན་འགྲོར་ནད་དང་འཆིང་བ་དང་། །བཅད་དང་གཤེག་སོགས་མྱོང་བར་འགྱུར། །	If I still act in such a way, over and over again I will experience in the lower realms being sick, bound, hacked, and stabbed, and such.

Glossary:
ངན་འགྲོ	lower realms	Unfortunate states of rebirth in Buddhist cosmology
ནད	sick	Illness or disease
འཆིང་བ	bound	Being tied up or restrained
བཅད	hacked	Cut or chopped
གཤེག	stabbed	Pierced with a sharp object
----------------------------------------------------------------------------------------------------
དེ་བཞིན་གཤེགས་པ་འབྱུང་བ་དང་། །དད་དང་མི་ལུས་ཐོབ་པ་དང་། །དགེ་གོམས་རུང་བ་དེ་ལྟ་བུ། །དཀོན་པ་ནམ་ཞིག་ཐོབ་པར་འགྱུར། །	It's rare a tathagata appears, rare to gain faith, a human body, and the ability to cultivate virtue. When will I ever have these again?

Glossary:
དེ་བཞིན་གཤེགས་པ	tathagata	An epithet for a Buddha, meaning "one who has thus gone" or "one who has thus come"
དད	faith	Confidence or trust in something, especially without proof
མི་ལུས	human body	The physical form of a human being
དགེ་གོམས	cultivate virtue	To develop or practice good qualities or moral excellence
དཀོན་པ	rare	Uncommon, not found in large numbers
----------------------------------------------------------------------------------------------------
ནད་མེད་ཉི་མ་འདི་ལྟ་བུ། །ཟས་བཅས་འཚེ་བ་མེད་ཀྱང་ནི། །ཚེ་ནི་སྐད་ཅིག་བསླུ་བ་སྟེ། །ལུས་ནི་ཐང་ཅིག་བརྙན་པོ་བཞིན། །	Although on days such as today, I may be healthy, fed, and safe, Life will deceive me in an instant— This body's a momentary loan.

Glossary:
ནད་མེད་	Healthy	Free from illness or disease
ཉི་མ་	Day	A period of 24 hours
ཟས་	Food	Nourishment consumed for sustenance
འཚེ་བ་	Harm	Injury or damage
ཚེ་	Life	The period between birth and death
སྐད་ཅིག་	Instant	A very short period of time
བསླུ་བ་	Deceive	To mislead or trick
ལུས་	Body	The physical structure of a person
ཐང་ཅིག་	Momentary	Lasting for a very short time
བརྙན་པོ་	Loan	Something borrowed that is expected to be returned
----------------------------------------------------------------------------------------------------
བདག་གི་སྤྱོད་པ་འདི་འདྲས་ནི། །མི་ཡི་ལུས་ཀྱང་འཐོབ་མི་འགྱུར། །མི་ལུས་ཐོབ་པར་མ་གྱུར་ན། །སྡིག་པ་འབའ་ཞིག་དགེ་བ་མེད། །	Behaving like this, I will not get a human body again. If I don't gain a human body, there's only wrong and no good.

Glossary:
སྤྱོད་པ	Behavior	The way one conducts oneself or acts
མི་ཡི་ལུས	Human body	The physical form of a human being
འཐོབ	Obtain	To gain or acquire something
སྡིག་པ	Wrong/Sin	Morally wrong or evil actions
དགེ་བ	Good/Virtue	Morally right or righteous actions
----------------------------------------------------------------------------------------------------
གང་ཚེ་དགེ་སྤྱད་སྐལ་ལྡན་ཡང་། །དགེ་བ་བདག་གིས་མ་བྱས་ན། །ངན་སོང་སྡུག་བསྔལ་ཀུན་རྨོངས་པ། །དེ་ཚེ་བདག་གིས་ཅི་བྱར་ཡོད། །	If I do not act virtuously despite my fortune to do good, what will I do when stupefied by the suffering of the lower realms?

Glossary:
དགེ་སྤྱད	virtuous action	Morally good or righteous behavior
སྐལ་ལྡན	fortunate	Having good fortune or luck
དགེ་བ	virtue	Moral excellence, goodness
ངན་སོང་	lower realms	Unfortunate states of rebirth in Buddhist cosmology
སྡུག་བསྔལ	suffering	Physical or mental pain and distress
ཀུན་རྨོངས་པ	stupefied	Confused or unable to think clearly
----------------------------------------------------------------------------------------------------
དགེ་བ་དག་ཀྱང་མ་བྱས་ལ། །སྡིག་པ་དག་ཀྱང་ཉེར་བསགས་ན། །བསྐལ་པ་བྱེ་བ་བརྒྱར་ཡང་ནི། །བདེ་འགྲོའི་སྒྲ་ཡང་ཐོས་མི་འགྱུར། །	If I do not perform any virtues and accumulate misdeeds, I'll never, for billions of aeons, even hear the words "the higher realms."

Glossary:
དགེ་བ་	virtue	A morally good or righteous action
སྡིག་པ་	misdeed	A wicked or evil action
བསྐལ་པ་	aeon	An immeasurably long period of time
བྱེ་བ་	billion	A thousand million
བདེ་འགྲོ་	higher realm	A favorable rebirth or state of existence in Buddhist cosmology
----------------------------------------------------------------------------------------------------
དེ་ཉིད་ཕྱིར་ན་བཅོམ་ལྡན་གྱིས། །རྒྱ་མཚོ་ཆེར་གཡེངས་གཉའ་ཤིང་གི། །བུ་གར་རུས་སྦལ་མགྲིན་ཆུད་ལྟར། །མི་ཉིད་ཤིན་ཏུ་ཐོབ་དཀར་གསུངས། །	Therefore the Bhagavan taught gaining a human body is as hard as for a turtle to stick its neck through a yoke tossed on the vast seas.

Glossary:
བཅོམ་ལྡན	Bhagavan	An epithet for the Buddha, meaning "Blessed One" or "Fortunate One"
རྒྱ་མཚོ	Sea	A large body of saltwater
གཉའ་ཤིང	Yoke	A wooden beam used to harness draft animals
རུས་སྦལ	Turtle	A reptile with a shell and flippers or feet
མི་ཉིད	Human body	The physical form of a human being
ཐོབ་དཀར	Hard to obtain	Difficult to acquire or achieve
----------------------------------------------------------------------------------------------------
སྐད་ཅིག་གཅིག་བྱས་སྡིག་པས་ཀྱང་། །བསྐལ་པར་མནར་མེད་གནས་འགྱུར་ན། །ཐོག་མེད་འཁོར་བར་བསགས་སྡིག་གིས། །བདེ་འགྲོར་མི་འགྲོ་སྨོས་ཅི་དགོས། །	If due to a wrong done in an instant, one will stay aeons in the Incessant, what need to say that due to misdeeds I've done in beginningless samsara, I will not go to the higher realms?

Glossary:
སྐད་ཅིག་གཅིག	an instant	A very brief moment of time
སྡིག་པ	misdeed/wrong	An evil or wicked action
བསྐལ་པ	aeon	An immeasurably long period of time
མནར་མེད	Incessant	A Buddhist hell realm of uninterrupted torment
ཐོག་མེད	beginningless	Without a beginning or origin
འཁོར་བ	samsara	The cycle of rebirth and suffering in Buddhist philosophy
བདེ་འགྲོ	higher realms	More fortunate states of rebirth in Buddhist cosmology
----------------------------------------------------------------------------------------------------
དེ་ཙམ་ཁོ་ན་མྱོང་གྱུར་ནས། །དེ་ནི་རྣམ་ཐར་མི་འགྱུར་ཏེ། །འདི་ལྟར་དེ་ནི་མྱོང་བཞིན་དུ། །སྡིག་པ་གཞན་དག་རབ་ཏུ་སྐྱེ། །	After I have experienced that much, I won't be freed from there, For while I am experiencing it, I will produce still more misdeeds.

Glossary:
མྱོང་	experience	to undergo or feel something
རྣམ་ཐར་	freedom	liberation or emancipation
སྡིག་པ་	misdeed	negative or harmful action
སྐྱེ་	produce	to give rise to or generate
----------------------------------------------------------------------------------------------------
འདི་འདྲའི་དལ་བ་རྙེད་གྱུར་ནས། །བདག་གིས་དགེ་གོམས་མ་བྱས་ན། །འདི་ལས་བསླུས་པ་གཞན་མེད་དེ། །འདི་ལས་རྨོངས་པའང་གཞན་མེད་དོ། །	Now that I've gained such leisure as this, If I don't cultivate the virtues, There's no deception other than this, Nor any greater idiocy.

Glossary:
དལ་བ་	leisure	Free time or opportunity for ease and relaxation
དགེ་གོམས་	cultivate virtues	To develop or practice good qualities or moral excellence
བསླུས་པ་	deception	The act of misleading or tricking someone
རྨོངས་པ་	idiocy	Extreme foolishness or stupidity
----------------------------------------------------------------------------------------------------
གལ་ཏེ་བདག་གིས་དེ་རྟོགས་ནས། །རྨོངས་པས་ཕྱིས་ཀྱང་སྒྱིད་ལུག་ན། །འཆི་བར་འགྱུར་བའི་དུས་ཀྱི་ཚེ། །མྱ་ངན་ཆེན་པོ་ལྡང་བར་འགྱུར། །	And if, once I have realized this, I am, deluded, still despondent, When the time comes for me to die, I'll feel tremendous grief well up.

Glossary:
རྟོགས་	realize	To understand or comprehend fully
རྨོངས་པ	deluded	Being misled or having false beliefs
སྒྱིད་ལུག	despondent	Feeling hopeless and dejected
འཆི་བ	die	To cease living
མྱ་ངན	grief	Deep sorrow, especially caused by someone's death
ལྡང་བ	well up	To rise or surge up (of emotions)
----------------------------------------------------------------------------------------------------
དམྱལ་མེ་བཟོད་དཀས་དུས་རིང་དུ། །བདག་གི་ལུས་ལ་བསྲེགས་གྱུར་ན། །འགྱོད་པ་མི་བཟད་མེ་འབར་བས། །སེམས་གདུང་འགྱུར་བ་གདོན་མི་ཟ། །	When the intolerable flames of hell have burned my body long, there is no doubt that blazing fires of dreadful rue will wrack my mind.

Glossary:
དམྱལ་མེ	hell flames	The fires of hell or infernal realms in Buddhist cosmology
བཟོད་དཀས	intolerable	Difficult or impossible to endure or tolerate
ལུས	body	The physical structure of a person or animal
བསྲེགས	burned	To be consumed or damaged by fire
འགྱོད་པ	rue	Deep regret or remorse
མི་བཟད	dreadful	Causing or involving great suffering, fear, or unhappiness
སེམས་གདུང	mental anguish	Severe mental or emotional distress
གདོན་མི་ཟ	without doubt	Certainly, undoubtedly
----------------------------------------------------------------------------------------------------
ཤིན་ཏུ་རྙེད་དཀའ་ཕན་པའི་ས། །ཇི་ཞིག་ལྟར་ཏེ་རྙེད་གྱུར་ནས། །བདག་ཉིད་ཤེས་དང་ལྡན་བཞིན་དུ། །ཕྱིར་ཡང་དམྱལ་བ་དེར་ཁྲིད་ན། །	Somehow, by luck, I've gained a place of benefit so hard to get. If I, while I am cognizant, am led back to those hells again,

Glossary:
ཤིན་ཏུ་རྙེད་དཀའ	Very hard to obtain	Extremely difficult to find or acquire
ཕན་པའི་ས	Place of benefit	A situation or state that is advantageous or beneficial
བདག་ཉིད་ཤེས	Self-aware	Being conscious or aware of oneself
དམྱལ་བ	Hell	A place or state of torment or suffering in various religious traditions
----------------------------------------------------------------------------------------------------
སྔགས་ཀྱིས་རྨོངས་པར་བྱས་པ་བཞིན། །བདག་ལ་འདིར་སེམས་མེད་དུ་ཟད། །ཅིས་རྨོངས་བདག་ཀྱང་མ་ཤེས་ཏེ། །བདག་གི་ཁོང་ན་ཅི་ཞིག་ཡོད། །	It is as if I've been bewitched by spells and have no will in this. I don't know what's deluded me—what do I have inside of me?

Glossary:
སྔགས་	spells	Magical incantations or formulas used in rituals
རྨོངས་པ	deluded	To be confused or misled
སེམས་	will	Mind, consciousness, or intention
ཁོང་	inside	The interior or inner part of something
----------------------------------------------------------------------------------------------------
ཞེ་སྡང་སྲེད་སོགས་དགྲ་རྣམས་ནི། །རྐང་ལག་ལ་སོགས་ཡོད་མིན་ལ། །དཔའ་མཛངས་མིན་ཡང་ཇི་ཞིག་ལྟར། །དེ་དག་གིས་བདག་བྲན་བཞིན་བྱས། །	Aversion, craving, and so forth— My enemies—have no limbs and such. They are not brave or wise, and yet They've somehow made me like a slave.

Glossary:
ཞེ་སྡང་	Aversion	A feeling of strong dislike or hostility
སྲེད་	Craving	An intense desire for something
དགྲ་	Enemy	A person who is actively opposed or hostile to someone or something
རྐང་ལག་	Limbs	Arms and legs
དཔའ་	Brave	Ready to face and endure danger or pain; showing courage
མཛངས་	Wise	Having or showing experience, knowledge, and good judgment
བྲན་	Slave	A person who is the legal property of another and is forced to obey them
----------------------------------------------------------------------------------------------------
བདག་གི་སེམས་ལ་གནས་བཞིན་དུ། །དགའ་མགུར་བདག་ལ་གནོད་བྱེད་པ། །དེ་ལའང་མི་ཁྲོ་བཟོད་པ་ནི། །གནས་མིན་བཟོད་པ་སྨད་པའི་གནས། །	As long as they dwell in my mind, They'll cause me harm at their own pleasure. It's wrong to bear that without anger— Being patient would be blameworthy.

Glossary:
སེམས་	mind	The cognitive faculty that perceives, thinks, and feels
གནས་	dwell	To reside or exist in a particular place
གནོད་བྱེད་	cause harm	To inflict damage or injury
མི་ཁྲོ་	without anger	Absence of strong feelings of displeasure or hostility
བཟོད་པ་	patience	The capacity to accept or tolerate delay, trouble, or suffering
སྨད་པ་	blameworthy	Deserving of blame or censure
----------------------------------------------------------------------------------------------------
གལ་ཏེ་ལྷ་དང་ལྷ་མིན་རྣམས། །ཐམས་ཅད་བདག་ལ་དགྲར་ལངས་ཀྱང་། །དེ་དག་གིས་ཀྱང་མནར་མེད་པའི། །མེ་ནང་ཁྲིད་ཅིང་འཇུག་མི་ནུས། །	If all the gods and demigods arose against me as my foes, they could not take or force me to the fires of the Incessant Hell.

Glossary:
ལྷ	god	A divine or supernatural being
ལྷ་མིན	demigod	A being with powers between those of humans and gods
དགྲ	foe	An enemy or opponent
མནར་མེད་པ	Incessant Hell	The lowest and most severe hell realm in Buddhist cosmology
མེ	fire	The phenomenon of combustion manifested in light, flame, and heat
----------------------------------------------------------------------------------------------------
ཉོན་མོངས་སྟོབས་ཅན་དགྲ་འདིས་ནི། །གང་དང་ཕྲད་ན་རི་རབ་ཀྱང་། །ཐལ་བ་ཡང་ནི་མི་ལུས་པ། །དེར་བདག་སྐད་ཅིག་གཅིག་ལ་འདོར། །	This powerful enemy, afflictions, will cast me in an instant there where even Mount Meru would be turned to ash on contact, nothing left.

Glossary:
ཉོན་མོངས་	afflictions	Mental states that cloud the mind and manifest in unwholesome actions
སྟོབས་ཅན་	powerful	Having great strength or influence
དགྲ་	enemy	A person or thing that is actively opposed or hostile to someone or something
རི་རབ་	Mount Meru	A sacred mountain in Buddhist cosmology, considered to be the center of the physical and spiritual universe
ཐལ་བ་	ash	The powdery residue left after the burning of a substance
སྐད་ཅིག་	instant	An infinitesimal or very short space of time
----------------------------------------------------------------------------------------------------
བདག་གི་ཉོན་མོངས་དགྲ་བོ་གང་། །དུས་རིང་ཐོག་མཐའ་མེད་པ་ལྟར། །དགྲ་གཞན་ཀུན་ཀྱང་དེ་ལྟ་བུར། །ཡུན་རིང་ཐུབ་པ་མ་ཡིན་ནོ། །	The adversaries, my afflictions, Last long, without beginning or end. No other enemy is able To endure so long a time as them.

Glossary:
ཉོན་མོངས་	afflictions	Mental states that cloud the mind and manifest in unwholesome actions
དགྲ་བོ་	adversaries	Enemies or opponents
ཐོག་མཐའ་	beginning or end	The start and finish of something
དགྲ་གཞན་	other enemy	Enemies other than one's afflictions
ཡུན་རིང་	long time	An extended period of duration
ཐུབ་པ་	endure	To withstand or persist over time
----------------------------------------------------------------------------------------------------
མཐུན་པར་རིམ་གྲོ་བསྟེན་བྱས་ན། །ཐམས་ཅད་ཕན་དང་བདེ་བྱེད་ལ། །ཉོན་མོངས་རྣམས་ནི་བསྟེན་བྱས་ན། །ཕྱིར་ཞིང་སྡུག་བསྔལ་གནོད་པ་བྱེད། །	Everyone, when attended kindly, is helpful and will try to please. But when afflictions are appeased, they inflict more suffering in return.

Glossary:
མཐུན་པར་རིམ་གྲོ་	Kindly attendance	Treating someone with care and respect
ཉོན་མོངས་	Afflictions	Mental states that cause suffering and disturbance
སྡུག་བསྔལ་	Suffering	Physical or mental pain and distress
གནོད་པ་	Harm	Damage or injury caused to someone or something
----------------------------------------------------------------------------------------------------
དེ་ལྟར་ཡུན་རིང་རྒྱུན་ཆགས་དགྲར་གྱུར་པ། །གནོད་པའི་ཚོགས་རབ་འཕེལ་བའི་རྒྱུ་གཅིག་པུ། །བདག་གི་སྙིང་ལ་ངེས་པར་གནས་འཆའ་ན། །འཁོར་བར་འཇིགས་མེད་དགའ་བར་ག་ལ་འགྱུར། །	If thus my long and constant enemies— The only cause of the proliferation Of manifold harms—remain within my heart, Can I be safe and happy in samsara?

Glossary:
དགྲ	enemy	A person who is actively opposed or hostile to someone or something
གནོད་པ	harm	Physical or mental damage or injury
སྙིང་	heart	The center of a person's thoughts and emotions
འཁོར་བ	samsara	The cycle of death and rebirth to which life in the material world is bound
----------------------------------------------------------------------------------------------------
འཁོར་བའི་བཙོན་རའི་སྲུང་མས་དམྱལ་སོགས་སུ། །གསོད་བྱེད་གཤེད་མར་གྱུར་པ་འདི་དག་ནི། །གལ་ཏེ་བློ་གནས་ཆགས་པའི་དྲ་བ་ན། །གནས་ན་བདག་ལ་བདེ་བ་ག་ལ་ཡོད། །	If the keepers of the prison of samsara, such as the murderous butchers in the hells, live in the webs of greed within my mind, how can there be any happiness for me?

Glossary:
འཁོར་བ	samsara	the cycle of rebirth and suffering in Buddhist philosophy
བཙོན་ར	prison	a place of confinement for people accused or convicted of crimes
དམྱལ	hell	a place or state of torment or suffering
གཤེད་མ	butcher	a person who slaughters animals or a person who kills brutally
བློ་གནས	mind	the element of a person that enables them to be aware of the world and their experiences
ཆགས་པ	greed	intense and selfish desire for something
བདེ་བ	happiness	the state of being happy or content
----------------------------------------------------------------------------------------------------
དེ་ལྟར་ཇི་སྲིད་བདག་གིས་དགྲ་འདི་མངོན་སུམ་དུ། །ངེས་པར་མ་བཅོམ་དེ་སྲིད་བདག་འདིར་བརྩོན་མི་འདོར། །རེ་ཞིག་གནོད་བྱེད་ཆུང་ངུ་ལ་ཡང་ཁྲོས་གྱུར་པ། །ང་རྒྱལ་བདོ་རྣམས་དེ་མ་བཅོམ་པར་གཉིད་མི་འོང་། །	Therefore, until I see that I have truly slain this enemy, I will not slacken in my efforts. Those who are filled with pride, once angered, cannot sleep until those who have caused a slight offense are killed.

Glossary:
དགྲ་	enemy	A person who is actively opposed or hostile to someone or something
བརྩོན་	effort	A vigorous or determined attempt
གནོད་བྱེད་	offender	A person who commits an illegal act or has done something wrong
ཁྲོས་	anger	A strong feeling of annoyance, displeasure, or hostility
ང་རྒྱལ་	pride	A feeling of deep pleasure or satisfaction derived from one's own achievements
གཉིད་	sleep	A condition of body and mind that typically recurs for several hours every night
----------------------------------------------------------------------------------------------------
རང་བཞིན་འཆི་བས་སྡུག་བསྔལ་གྱུར་པའི་ཉོན་མོངས་དག །གཡུལ་ངོར་མདར་ཚེ་ནན་གྱིས་གཞོམ་པར་འདོད་པ་ཡང་། །མདའ་མདུང་མཚོན་གྱིས་ཕོག་པའི་སྡུག་བསྔལ་ཁྱད་བསད་ནས། །དོན་མ་གྲུབ་པར་ཕྱིར་ཕྱོགས་འབྱེར་བར་མི་བྱེད་ན། །	Once the afflicted, who suffer from a mortal nature, enter the fray of battle with a strong wish to triumph, they scorn the pain of being struck by spears and arrows and won't retreat until they have attained their goal.

Glossary:
རང་བཞིན་	Nature	The inherent or essential quality of something
འཆི་བ	Mortal	Subject to death
སྡུག་བསྔལ	Suffering	Physical or mental pain or distress
ཉོན་མོངས	Afflictions	Mental states that cloud the mind and manifest in unwholesome actions
གཡུལ་ངོ	Fray of battle	The midst of a fight or conflict
མདའ	Arrow	A projectile shot from a bow
མདུང	Spear	A pole weapon with a pointed tip, used for thrusting or throwing
མཚོན	Weapon	An instrument used for fighting or attack
དོན	Goal	An aim or desired result
ཕྱིར་ཕྱོགས	Retreat	Withdraw from enemy forces as a result of their superior power
----------------------------------------------------------------------------------------------------
རྟག་ཏུ་སྡུག་བསྔལ་ཀུན་གྱི་རྒྱུར་གྱུར་པ། །རང་བཞིན་དགྲ་དེས་གཞོམ་བརྩོན་བདག་ལ་དེང་། །སྡུག་བསྔལ་བརྒྱ་ཕྲག་རྒྱུར་གྱུར་གང་གིས་ཀྱང་། །ཡི་ཆད་སྒྱིད་ལུག་མི་འགྱུར་སྨོས་ཅི་དགོས། །	For me, who strives to vanquish my true, natural foes That always are the cause of every suffering, What need is there to say—I won't now be dismayed Or daunted by the hundred causes of misery.

Glossary:
རྟག་ཏུ	Always	At all times; constantly
སྡུག་བསྔལ	Suffering	Pain, misery, or distress
རང་བཞིན་དགྲ	Natural foes	Inherent or innate enemies
གཞོམ་བརྩོན	Strive to vanquish	To make efforts to defeat or overcome
བརྒྱ་ཕྲག	Hundred	A numerical term meaning one hundred
ཡི་ཆད	Dismayed	Feeling discouraged or disheartened
སྒྱིད་ལུག	Daunted	To lose courage or become intimidated
----------------------------------------------------------------------------------------------------
དོན་མེད་དགྲ་ཡིས་རྨ་སྲོལ་བཏོད་པ་ཡང་། །ལུས་ལ་རྒྱན་དང་འདྲ་བར་སྲེལ་བྱེད་ན། །དོན་ཆེན་སྒྲུབ་ཕྱིར་ཡང་དག་བརྩོན་གྱུར་པ། །བདག་ལ་སྡུག་བསྔལ་ཅི་ཕྱིར་གནོད་བྱེད་ཡིན། །	If someone wounded pointlessly by enemies will flaunt their scars as decorations on their body, how then is suffering a cause of injury for me who truly strives to accomplish a great purpose?

Glossary:
དོན་མེད་	Pointless	Without purpose or meaning
དགྲ་	Enemy	A person who is actively opposed or hostile to someone or something
རྨ་སྲོལ་	Scar	A mark left on the skin after a surface injury or wound has healed
རྒྱན་	Decoration	Something used to make something more attractive; ornament or adornment
དོན་ཆེན་	Great purpose	An important or significant goal or objective
བརྩོན་	Strive	Make great efforts to achieve or obtain something
སྡུག་བསྔལ་	Suffering	The state of undergoing pain, distress, or hardship
གནོད་བྱེད་	Cause of injury	Something that results in harm or damage
----------------------------------------------------------------------------------------------------
ཉ་པ་གདོལ་པ་ཞིང་པ་ལ་སོགས་པ། །རང་གི་འཚོ་བ་ཙམ་ཞིག་སེམས་པ་ཡང་། །གྲང་དང་ཚལ་སོགས་པའི་གནོད་བཟོད་ན། །འགྲོ་བ་བདེ་ཕྱིར་བདག་ལྟ་ཅིས་མི་བཟོད། །	If fishermen, outcasts, farmers, and so forth With only thought of their own livelihood, Forbear the harms of heat and cold and such, Why don't I bear with those for beings' weal?

Glossary:
ཉ་པ་	fishermen	People who catch fish for a living
གདོལ་པ་	outcasts	People rejected or excluded from society
ཞིང་པ་	farmers	People who cultivate land and grow crops
འཚོ་བ་	livelihood	Means of securing the necessities of life
གྲང་	cold	Low temperature
ཚལ་	heat	High temperature
གནོད་	harms	Things that cause damage or injury
བཟོད་	forbear	Endure or tolerate patiently
འགྲོ་བ་	beings	Living creatures or entities
བདེ་	weal	Welfare or well-being
----------------------------------------------------------------------------------------------------
