Word,Translation,Line,Verse
མཐའ་ཡས་,limitless,གང་ནས་བཟུང་སྟེ་སེམས་ཅན་ཁམས། །མཐའ་ཡས་རབ་ཏུ་དགྲོལ་བའི་ཕྱིར། །,གང་ནས་བཟུང་སྟེ་སེམས་ཅན་ཁམས། །མཐའ་ཡས་རབ་ཏུ་དགྲོལ་བའི་ཕྱིར། །མི་ལྡོག་པ་ཡི་སེམས་ཀྱིས་སུ། །སེམས་དེ་ཡང་དག་བླངས་གྱུར་པ། །
མཐའ་ཡས་,endless,ནོར་ནི་ཕུང་ཁྲོལ་མཐའ་ཡས་ཤེས་པར་བྱ། །,བསགས་དང་བསྲུང་དང་བརླག་པའི་གདུང་བ་ཡིས། །ནོར་ནི་ཕུང་ཁྲོལ་མཐའ་ཡས་ཤེས་པར་བྱ། །ནོར་ལ་ཆགས་པས་གཡེངས་པར་གྱུར་པ་རྣམས། །སྲིད་པའི་སྡུག་བསྔལ་ལས་གྲོལ་སྐབས་མེད་དོ། །
གཉིད་ལོག་,sleeping,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །
གཉིད་ལོག་,sleep,།ཇི་ལྟར་ཁྱོད་ནི་ཟ་དགའ་ཞིང་། །འདི་ལྟར་གཉིད་ལོག་ཇི་ལྟར་དགའ།,ལམ་ནི་ཀུན་ནས་བཀག་ནས་སུ། །འཆི་བདག་གིས་ནི་བལྟས་བཞིན་དུ། །ཇི་ལྟར་ཁྱོད་ནི་ཟ་དགའ་ཞིང་། །འདི་ལྟར་གཉིད་ལོག་ཇི་ལྟར་དགའ། །
གཉིད་ལོག་,asleep,།གཉིད་ལོག་མྱོས་ཤིང་རབ་མྱོས་རྣམས།,དགོན་སོགས་ལམ་མེད་ཉམ་ང་བར། །བྱིས་པ་རྒན་པོ་མགོན་མེད་པ། །གཉིད་ལོག་མྱོས་ཤིང་རབ་མྱོས་རྣམས། །ལྷ་དག་སྲུང་བར་བྱེད་པར་ཤོག །
བག་མེད་,heedlessness,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །
བག་མེད་,careless,མགོན་པོ་བག་མེད་བདག་གིས་ནི། །འཇིགས་པ་འདི་འདྲ་མ་འཚལ་ནས། །,མགོན་པོ་བག་མེད་བདག་གིས་ནི། །འཇིགས་པ་འདི་འདྲ་མ་འཚལ་ནས། །མི་རྟག་ཚེ་འདིའི་ཆེད་དག་ཏུ། །སྡིག་པ་མང་པོ་ཉེ་བར་བསྒྲུབས། །
རྒྱུན་མི་འཆད་པར་,unceasing,རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །
རྒྱུན་མི་འཆད་པར་,ceaseless,རྒྱུན་མི་འཆད་པར་འབབ་པར་ཤོག །,དམ་ཆོས་དཀོན་མཆོག་ཐམས་ཅད་དང་། །མཆོད་རྟེན་རྣམས་དང་སྐུ་གཟུགས་ལ། །རིན་ཆེན་མེ་ཏོག་ལ་སོགས་ཆར། །རྒྱུན་མི་འཆད་པར་འབབ་པར་ཤོག །
རྒྱུན་མི་འཆད་པར་,continuously,རྒྱུན་མི་འཆད་པར་ཐོས་པར་ཤོག །,ལུས་ཅན་ཀུན་གྱིས་བྱ་དང་ནི། །ཤིང་དང་འོད་ཟེར་ཐམས་ཅད་དང་། །ནམ་མཁའ་ལས་ཀྱང་ཆོས་ཀྱི་སྒྲ། །རྒྱུན་མི་འཆད་པར་ཐོས་པར་ཤོག །
དུ་མ་,manifold,རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །
དུ་མ་,many,འོན་ཀྱང་ས་སོགས་དུ་མ་དང་། །,འོན་ཀྱང་ས་སོགས་དུ་མ་དང་། །མི་རྟག་གཡོ་མེད་ལྷ་མིན་ཞིང་། །འགོམ་བྱ་ཉིད་དང་མི་གཙང་བས། །དེ་ནི་དབང་ཕྱུག་ཉིད་མ་ཡིན། །
ནམ་མཁའ་,space,རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །
ནམ་མཁའ་,empty space,།དེ་ལྟར་ཤེས་མེད་བྱ་བྲལ་བ། །ནམ་མཁའ་བདག་ཏུ་བྱས་པར་འགྱུར།,ཇི་སྟེ་བདག་ལ་འགྱུར་མེད་ན། །སེམས་པས་དེ་ལ་ཅི་ཞིག་བྱས། །དེ་ལྟར་ཤེས་མེད་བྱ་བྲལ་བ། །ནམ་མཁའ་བདག་ཏུ་བྱས་པར་འགྱུར། །
ནམ་མཁའ་,sky,ཐམས་ཅད་ནམ་མཁའ་འདྲ་བར་ནི། །བདག་འདྲས་ཡོངས་སུ་གཟུང་བར་གྱིས།,ཐམས་ཅད་ནམ་མཁའ་འདྲ་བར་ནི། །བདག་འདྲས་ཡོངས་སུ་གཟུང་བར་གྱིས། །བདག་ཉིད་བདེ་བར་འདོད་རྣམས་ནི། །འཐབ་དང་སྤྲོ་བའི་རྒྱུ་དག་གིས། །
མཉམ་པར་,equal to,རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །
མཉམ་པར་,simultaneously,ལག་པ་མཉམ་པར་མི་མཉེའོ། །,ཁ་བཀང་བ་དང་སྒྲ་བཅས་དང་། །ཁ་གདངས་ནས་ནི་བཟའ་མི་བྱ། །རྐང་པ་བརྐྱང་སྟེ་མི་འདུག་ཅིང་། །ལག་པ་མཉམ་པར་མི་མཉེའོ། །
དེ་བཞིན་གཤེགས་པ་,Tathagata,།དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས།,འདི་ནི་འཐད་པ་དང་བཅས་པར། །ལག་བཟང་གིས་ནི་ཞུས་པ་ལས། །དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས། །
དེ་བཞིན་གཤེགས་པ་,Tathagatas,དེ་བཞིན་གཤེགས་པ་རྣམས་དང་དམ་པའི་ཆོས། །,རིན་ཆེན་སེམས་དེ་གཟུང་བར་བྱ་བའི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་རྣམས་དང་དམ་པའི་ཆོས། །དཀོན་མཆོག་དྲི་མ་མེད་དང་སངས་རྒྱས་སྲས། །ཡོན་ཏན་རྒྱ་མཚོ་རྣམས་ལ་ལེགས་པར་མཆོད། །
འཐད་པ་,reasoning,འདི་ནི་འཐད་པ་དང་བཅས་པར། །ལག་བཟང་གིས་ནི་ཞུས་པ་ལས།,འདི་ནི་འཐད་པ་དང་བཅས་པར། །ལག་བཟང་གིས་ནི་ཞུས་པ་ལས། །དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས། །
འཐད་པ་,justified,ཆ་མེད་པ་ལའང་ཕྲད་པ་ཞེས། །བྱ་བ་ཇི་ལྟར་འཐད་པར་འགྱུར།,ཆ་མེད་པ་ལའང་ཕྲད་པ་ཞེས། །བྱ་བ་ཇི་ལྟར་འཐད་པར་འགྱུར། །ཕྲད་པ་དང་ནི་ཆ་མེད་པར། །གལ་ཏེ་མཐོང་ན་བསྟན་པར་གྱིས། །
གསུངས་,taught,།དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས།,འདི་ནི་འཐད་པ་དང་བཅས་པར། །ལག་བཟང་གིས་ནི་ཞུས་པ་ལས། །དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས། །
གསུངས་,said,དེ་ཡང་ཡི་དགས་འགྱུར་གསུངས་ན། །,དངོས་པོ་ཕལ་པ་ཅུང་ཟད་ལའང་། །ཡིད་ཀྱིས་སྦྱིན་པར་བསམ་བྱས་ནས། །མི་གང་སྦྱིན་པར་མི་བྱེད་པ། །དེ་ཡང་ཡི་དགས་འགྱུར་གསུངས་ན། །
གསུངས་,words,།གལ་ཏེ་སངས་རྒྱས་གསུངས་འདོད་ན། །,ངག་གང་མདོ་སྡེ་ལ་འཇུག་དེ། །གལ་ཏེ་སངས་རྒྱས་གསུངས་འདོད་ན། །ཐེག་ཆེན་ཕལ་ཆེར་ཁྱེད་ཅག་གི །མདོ་དང་མཚུངས་འདོད་མིན་ནམ་ཅི། །
བསལ་,removing,བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང་། །,སེམས་ཅན་རྣམས་ཀྱི་ཀླད་ནད་ཙམ། །བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང་། །ཕན་འདོགས་བསམ་པ་དང་ལྡན་དེ། །བསོད་ནམས་དཔག་མེད་ལྡན་གྱུར་ན། །
བསལ་,remove,སེམས་ཅན་རེ་རེའི་མི་བདེ་བ། །དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་། །,སེམས་ཅན་རེ་རེའི་མི་བདེ་བ། །དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་། །རེ་རེའང་ཡོན་ཏན་དཔག་མེད་དུ། །བསྒྲུབ་པར་འདོད་པ་སྨོས་ཅི་དགོས། །
བསལ་,dispel,འཇིགས་པ་མྱུར་དུ་བསལ་དུ་གསོལ། །,སྔོན་ཆད་ཁྱེད་ཀྱི་བཀའ་ལས་འདས། །ད་ནི་འཇིགས་པ་ཆེ་མཐོང་ནས། །ཁྱེད་ལ་སྐྱབས་སུ་མཆི་ལགས་ཀྱིས། །འཇིགས་པ་མྱུར་དུ་བསལ་དུ་གསོལ། །
བསལ་,removed,བདག་ཡིད་ལས་བསལ་གང་དུ་འགྲོ་བར་འགྱུར། །,ཉོན་མོངས་ཉོན་མོངས་ཤེས་རབ་མིག་གིས་སྤང་། །བདག་ཡིད་ལས་བསལ་གང་དུ་འགྲོ་བར་འགྱུར། །གང་དུ་གནས་ནས་བདག་གནོད་བྱ་ཕྱིར་འོང་། །བློ་ཞེན་བདག་ལ་བརྩོན་པ་མེད་པར་ཟད། །
བསལ་,cleared away,བྱ་རྒོད་ཀྱིས་བསལ་བྱས་མཐོང་ནས། །ད་ལྟ་ཅི་ཕྱིར་འབྱེར་བར་བྱེད། །,ཁྱོད་ཉོན་མོངས་པའི་གདོང་དེ་ནི། །ད་ལྟ་མངོན་སུམ་གྱུར་པ་བཞིན། །བྱ་རྒོད་ཀྱིས་བསལ་བྱས་མཐོང་ནས། །ད་ལྟ་ཅི་ཕྱིར་འབྱེར་བར་བྱེད། །
དཔག་མེད་,immeasurable,བསོད་ནམས་དཔག་མེད་ལྡན་གྱུར་ན། །,སེམས་ཅན་རྣམས་ཀྱི་ཀླད་ནད་ཙམ། །བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང་། །ཕན་འདོགས་བསམ་པ་དང་ལྡན་དེ། །བསོད་ནམས་དཔག་མེད་ལྡན་གྱུར་ན། །
དཔག་མེད་,countless,དཔག་མེད་བདག་གིས་གཞོམ་བྱ་སྟེ། །,བདག་དང་གཞན་གྱི་ཉེས་པ་ནི། །དཔག་མེད་བདག་གིས་གཞོམ་བྱ་སྟེ། །གང་དུ་ཉེས་པ་རེ་རེ་ལའང་། །བསྐལ་པ་རྒྱ་མཚོ་ཟད་འགྱུར་བ། །
བསམས་,thinks,བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང་། །,སེམས་ཅན་རྣམས་ཀྱི་ཀླད་ནད་ཙམ། །བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང་། །ཕན་འདོགས་བསམ་པ་དང་ལྡན་དེ། །བསོད་ནམས་དཔག་མེད་ལྡན་གྱུར་ན། །
བསམས་,contemplate,།ཐོས་དང་བསམས་དང་བསྒོམས་པ་ཡང་།,ཤེས་བཞིན་མེད་པའི་སེམས་ལྡན་པའི། །ཐོས་དང་བསམས་དང་བསྒོམས་པ་ཡང་། །གློ་རྡོལ་བུམ་པའི་ཆུ་བཞིན་དུ། །དྲན་པ་ལ་ནི་དེ་མི་གནས། །
བསམས་,reflected,དེ་ལྟར་བསམས་ནས་ངོ་ཚ་དང་། །གུས་དང་འཇིགས་ལྡན་དེ་བཞིན་གནོས་།,དེ་ལྟར་བསམས་ནས་ངོ་ཚ་དང་། །གུས་དང་འཇིགས་ལྡན་དེ་བཞིན་གནོས་། །དེས་ན་སངས་རྒྱས་རྗེས་དྲན་པའང་། །དེ་ལ་ཡང་དང་ཡང་དུ་འབྱུང་། །
བསམས་,considered,གང་ཞིག་བསམས་ཏེ་བྱར་བརྩམས་པ། །,གང་ཞིག་བསམས་ཏེ་བྱར་བརྩམས་པ། །དེ་ལས་གཞན་དུ་མི་བསམ་སྟེ། །དེར་གཏང་བ་ཡི་བསམ་པ་ཡིས། །དེ་ཉིད་རེ་ཞིག་བསྒྲུབ་པར་བྱ། །
བསམས་,reflect,རིང་ཞིག་ལོན་ནས་དལ་བའི་མཆོག །ཐོབ་པ་ཡང་དང་ཡང་བསམས་ནས། །,རིང་ཞིག་ལོན་ནས་དལ་བའི་མཆོག །ཐོབ་པ་ཡང་དང་ཡང་བསམས་ནས། །སེམས་དེ་ལྟ་བུར་རི་རབ་ལྟར། །རབ་ཏུ་མི་གཡོ་གཟུང་བར་བྱ། །
ལྡན་,possessing,བདག་ཉིད་ཤེས་དང་ལྡན་བཞིན་དུ། །,ཤིན་ཏུ་རྙེད་དཀའ་ཕན་པའི་ས། །ཇི་ཞིག་ལྟར་ཏེ་རྙེད་གྱུར་ནས། །བདག་ཉིད་ཤེས་དང་ལྡན་བཞིན་དུ། །ཕྱིར་ཡང་དམྱལ་བ་དེར་ཁྲིད་ན། །
ལྡན་,possess,སངས་རྒྱས་བྱང་ཆུབ་སེམས་དཔའ་དག །ཀུན་དུ་ཐོགས་མེད་གཟིགས་པར་ལྡན།,སངས་རྒྱས་བྱང་ཆུབ་སེམས་དཔའ་དག །ཀུན་དུ་ཐོགས་མེད་གཟིགས་པར་ལྡན། །དེ་དག་ཐམས་ཅད་སྤྱན་སྔ་ན། །རྟག་པར་བདག་ནི་གནས་སོ་ཞེས། །
ལྡན་,filled,མཁས་ཤིང་ལྡང་དང་ལྡན་བྱས་ནས། །ལས་རྣམས་བདག་གིས་རྟག་ཏུ་བྱ།,མཁས་ཤིང་ལྡང་དང་ལྡན་བྱས་ནས། །ལས་རྣམས་བདག་གིས་རྟག་ཏུ་བྱ། །ལས་རྣམས་ཀུན་ལ་སུ་ལ་ཡང་། །ལྟོས་པར་བྱ་བ་མ་ཡིན་ནོ། །
ལྡན་,filled with,ཚེ་འདིར་འཇིགས་དང་ལྡན་གྱུར་ན། །,ཁྱོད་ནི་ཉ་གསོན་འགྲེ་བ་ལྟའི། །ཚེ་འདིར་འཇིགས་དང་ལྡན་གྱུར་ན། །སྡིག་བྱས་དམྱལ་བ་མི་བཟད་པའི། །སྡུག་བསྔལ་རྣམས་ནི་སྨོས་ཅི་དགོས། །
ལྡན་,possessed,སྙིང་རྗེའི་སེམས་དང་ལྡན་གྱུར་ཅིག །,སྨན་རྣམས་མཐུ་དང་ལྡན་པ་དང་། །གསང་སྔགས་བཟླས་བརྗོད་གྲུབ་པར་ཤོག །མཁའ་འགྲོ་སྲིན་པོ་ལ་སོགས་པ། །སྙིང་རྗེའི་སེམས་དང་ལྡན་གྱུར་ཅིག །
ལྡན་,endowed with,།རྟག་ཏུ་བདེ་དང་ལྡན་གྱུར་ཅིག །,སེམས་ཅན་ཀུན་གྱིས་ལན་མང་དུ། །སངས་རྒྱས་ཐམས་ཅད་མཆོད་བྱེད་ཅིང་། །སངས་རྒྱས་བདེ་བ་བསམ་ཡས་ཀྱིས། །རྟག་ཏུ་བདེ་དང་ལྡན་གྱུར་ཅིག །
ཕན་འདོགས་,beneficent,ཕན་འདོགས་བསམ་པ་དང་ལྡན་དེ། །,སེམས་ཅན་རྣམས་ཀྱི་ཀླད་ནད་ཙམ། །བསལ་ལོ་སྙམ་དུ་བསམས་ན་ཡང་། །ཕན་འདོགས་བསམ་པ་དང་ལྡན་དེ། །བསོད་ནམས་དཔག་མེད་ལྡན་གྱུར་ན། །
ཕན་འདོགས་,benefit,ཡོན་ཏན་དང་ནི་ཕན་འདོགས་ཞིང་། །,རྟག་པར་མངོན་ཞེན་གྱིས་བསླང་བའམ། །གཉེན་པོ་ཡིས་ནི་བསླང་བ་ཉིད། །ཡོན་ཏན་དང་ནི་ཕན་འདོགས་ཞིང་། །སྡུག་བསྔལ་བ་ལ་དགེ་ཆེན་འགྱུར། །
མི་བདེ་བ་,suffering,སེམས་ཅན་རེ་རེའི་མི་བདེ་བ། །དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་། །,སེམས་ཅན་རེ་རེའི་མི་བདེ་བ། །དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་། །རེ་རེའང་ཡོན་ཏན་དཔག་མེད་དུ། །བསྒྲུབ་པར་འདོད་པ་སྨོས་ཅི་དགོས། །
མི་བདེ་བ་,discomfort,སྨན་པ་ཀུན་ཀྱང་གསོ་དཔྱད་ཀྱི། །མི་བདེ་བ་ཡིས་ནད་མེད་བྱེད།,སྨན་པ་ཀུན་ཀྱང་གསོ་དཔྱད་ཀྱི། །མི་བདེ་བ་ཡིས་ནད་མེད་བྱེད། །དེ་བས་སྡུག་བསྔལ་མང་པོ་དག །གཞོམ་ཕྱིར་མི་བདེ་ཆུང་བཟོད་བྱ། །
ཡོན་ཏན་,qualities,རེ་རེའང་ཡོན་ཏན་དཔག་མེད་དུ། །བསྒྲུབ་པར་འདོད་པ་སྨོས་ཅི་དགོས། །,སེམས་ཅན་རེ་རེའི་མི་བདེ་བ། །དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་། །རེ་རེའང་ཡོན་ཏན་དཔག་མེད་དུ། །བསྒྲུབ་པར་འདོད་པ་སྨོས་ཅི་དགོས། །
ཡོན་ཏན་,virtues,།ཡོན་ཏན་ཤེས་པར་རིག་པར་བྱ།,ལྐོག་ན་ཡོན་ཏན་བརྗོད་བྱ་ཞིང་། །ཡོན་ཏན་བརྗོད་ན་རྗེས་སུ་བརྗོད། །རང་གི་ཡོན་ཏན་བརྗོད་ན་དེ། །ཡོན་ཏན་ཤེས་པར་རིག་པར་བྱ། །
ཡོན་ཏན་,virtue,གལ་ཏེ་བདག་ལ་བསམ་པ་ཡི། །ཡོན་ཏན་ཡོད་ན་དམྱལ་མི་འགྲོ། །,གལ་ཏེ་བདག་ལ་བསམ་པ་ཡི། །ཡོན་ཏན་ཡོད་ན་དམྱལ་མི་འགྲོ། །གལ་ཏེ་བདག་གིས་བདག་བསྲུངས་ན། །དེ་དག་ལ་འདིར་ཅི་ཞིག་བྱུང་། །
ཡོན་ཏན་,good qualities,ཡོན་ཏན་ལྡན་ལ་ཕྲག་དོག་དང་། །,བསྟོད་སོགས་བདག་ནི་གཡེང་བར་བྱེད། །དེས་ནི་སྐྱོ་བའང་འཇིག་པར་བྱེད། །ཡོན་ཏན་ལྡན་ལ་ཕྲག་དོག་དང་། །ཕུན་སུམ་ཚོགས་པའང་འཇིག་པར་བྱེད། །
ཡོན་ཏན་,benefit,བརྟགས་ལ་ཡོན་ཏན་ཅི་ཞིག་ཡོད། །,གང་ཚེ་སེམས་ནི་གཟུང་བྲལ་བ། །དེ་ཚེ་ཐམས་ཅད་དེ་བཞིན་གཤེགས། །དེ་ལྟ་ན་ཡང་སེམས་ཙམ་དུ། །བརྟགས་ལ་ཡོན་ཏན་ཅི་ཞིག་ཡོད། །
རྨི་ལམ་,dreamed,རྨི་ལམ་དུ་ཡང་མ་རྨིས་ན། །,སེམས་ཅན་དེ་དག་ཉིད་ལ་སྔོན། །རང་གི་དོན་དུ་འདི་འདྲའི་སེམས། །རྨི་ལམ་དུ་ཡང་མ་རྨིས་ན། །གཞན་གྱི་དོན་དུ་ག་ལ་སྐྱེ། །
རྨི་ལམ་,dream,རྨི་ལམ་ལོ་བརྒྱར་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་དང་།,རྨི་ལམ་ལོ་བརྒྱར་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་དང་། །གཞན་ཞིག་ཡུད་ཙམ་བདེ་མྱོང་ནས། །སད་པར་གྱུར་པ་གང་ཡིན་པ། །
རྨི་ལམ་,dreams,རྨི་ལམ་སྒྱུ་འདྲའི་བདག་ཉིད་ཀྱིས། །,མཐོང་བ་འམ་ནི་རེག་པ་ཡང་། །རྨི་ལམ་སྒྱུ་འདྲའི་བདག་ཉིད་ཀྱིས། །སེམས་དང་ལྷན་ཅིག་སྐྱེས་པའི་ཕྱིར། །ཚོར་བ་དེ་ཡིས་མཐོང་མ་ཡིན། །
སྔོན་,previous,ད་རུང་འགྲོ་བཀྲེན་ཡོད་ན་སྔོན། །སྐྱོབ་པ་ཇི་ལྟར་ཕ་རོལ་ཕྱིན། །,གལ་ཏེ་འགྲོ་བ་དབུལ་བོར་ནས། །སྦྱིན་པའི་ཕ་རོལ་ཕྱིན་ཡིན་ན། །ད་རུང་འགྲོ་བཀྲེན་ཡོད་ན་སྔོན། །སྐྱོབ་པ་ཇི་ལྟར་ཕ་རོལ་ཕྱིན། །
སྔོན་,past,བདག་ནི་སྔོན་དང་ད་ལྟར་ཡང་། །,བདག་ནི་སྔོན་དང་ད་ལྟར་ཡང་། །ཆོས་ལ་མོས་དང་བྲལ་བ་ཡིས། །ཕོངས་པ་འདི་འདྲ་བྱུང་བར་གྱུར། །སུ་ཞིག་ཆོས་ལ་མོས་པ་གཏོང་། །
སྔོན་,before,སྔོན་ནི་མཐོང་ངམ་མ་མཐོང་ཡང་། །,གང་ཞིག་དང་པོ་འབད་དེ་བཏེག །དྲངས་ཀྱང་ངོ་ཚས་འོག་ཏུ་ལྟ། །སྔོན་ནི་མཐོང་ངམ་མ་མཐོང་ཡང་། །གོས་ཀྱིས་གདོང་ནི་གཡོགས་པར་གྱུར། །
རང་,oneself,རང་ངམ་གཞན་གྱི་དབང་ཡང་རུང་། །,རང་ངམ་གཞན་གྱི་དབང་ཡང་རུང་། །གནས་སྐབས་གང་དུ་ཅི་སྤྱོད་ཀྱང་། །བསླབ་པར་གསུངས་པ་གང་ཡིན་པའི། །གནས་སྐབས་དེ་ལ་འབད་དེ་བསླབ། །
རང་,themselves,།རང་ལ་གནོད་པ་བྱེད་པ་ཡོད།,ཁ་ཅིག་འགག་ཅིང་གཡང་སར་མཆོང་། །དུག་དང་མི་འཕྲོད་ཟ་བ་དང་། །བསོད་ནམས་མ་ཡིན་སྤྱོད་པ་ཡིས། །རང་ལ་གནོད་པ་བྱེད་པ་ཡོད། །
རང་,self,བརྩེ་དང་ལྡན་པས་སྡུག་བསྔལ་དེ། །རང་དང་གཞན་ལ་བསྐྱེད་བྱ་ཉིད། །,གལ་ཏེ་སྡུག་བསྔལ་གཅིག་གིས་ནི། །སྡུག་བསྔལ་མང་པོ་མེད་འགྱུར་ན། །བརྩེ་དང་ལྡན་པས་སྡུག་བསྔལ་དེ། །རང་དང་གཞན་ལ་བསྐྱེད་བྱ་ཉིད། །
རང་,one's own,འཇིག་རྟེན་སྡུག་བསྔལ་ཇི་སྙེད་པ། །དེ་ཀུན་རང་བདེ་འདོད་ལས་བྱུང་། །,འཇིག་རྟེན་བདེ་བ་ཇི་སྙེད་པ། །དེ་ཀུན་གཞན་བདེ་འདོད་ལས་བྱུང་། །འཇིག་རྟེན་སྡུག་བསྔལ་ཇི་སྙེད་པ། །དེ་ཀུན་རང་བདེ་འདོད་ལས་བྱུང་། །
རང་,own,གཞན་གྱིས་ཉེས་པ་བྱས་པ་ཡང་། །རང་གི་སྐྱོན་དུ་བསྒྱུར་བྱོས་ལ། །,གཞན་གྱིས་ཉེས་པ་བྱས་པ་ཡང་། །རང་གི་སྐྱོན་དུ་བསྒྱུར་བྱོས་ལ། །བདག་གི་ཉེས་པ་ཆུང་བྱས་ཀྱང་། །སྐྱེ་བོ་མང་ལ་རབ་ཏུ་ཤོགས། །
རང་,myself,དེ་སྟེ་བདག་ནི་དགའ་འདོད་ན། །རང་ལ་བདག་གིས་དགར་མི་བྱ། །,དེ་སྟེ་བདག་ནི་དགའ་འདོད་ན། །རང་ལ་བདག་གིས་དགར་མི་བྱ། །དེ་སྟེ་བདག་ནི་བསྲུང་འདོད་ན། །གཞན་དག་རྟག་ཏུ་བསྲུང་བར་བྱ། །
སྐྱེ་,arise,གཞན་གྱི་དོན་དུ་ག་ལ་སྐྱེ། །,སེམས་ཅན་དེ་དག་ཉིད་ལ་སྔོན། །རང་གི་དོན་དུ་འདི་འདྲའི་སེམས། །རྨི་ལམ་དུ་ཡང་མ་རྨིས་ན། །གཞན་གྱི་དོན་དུ་ག་ལ་སྐྱེ། །
སྐྱེ་,proliferate,འདི་ལྟར་དེ་ནི་མྱོང་བཞིན་དུ། །སྡིག་པ་གཞན་དག་རབ་ཏུ་སྐྱེ། །,དེ་ཙམ་ཁོ་ན་མྱོང་གྱུར་ནས། །དེ་ནི་རྣམ་ཐར་མི་འགྱུར་ཏེ། །འདི་ལྟར་དེ་ནི་མྱོང་བཞིན་དུ། །སྡིག་པ་གཞན་དག་རབ་ཏུ་སྐྱེ། །
སྐྱེ་,arises,དྲན་པ་བདེ་བླག་ཉིད་དུ་སྐྱེ། །,བླ་མ་དང་ནི་འགྲོགས་པ་ལས། །མཁན་པོས་རྗེས་སུ་བརྟན་པ་དང་། །འཇིགས་པས་སྐལ་ལྡན་གུས་བྱེད་ལ། །དྲན་པ་བདེ་བླག་ཉིད་དུ་སྐྱེ། །
