Word,Translation,Line,Verse
ཚོགས་,multitudes,།འདིས་ནི་ཚད་མེད་སྐྱེ་བོའི་ཚོགས་རྣམས་ཀྱིས། །བདེ་མཆོག་བདེ་བླག་ཉིད་དུ་ཐོབ་པར་བྱེད།,བསྐལ་པ་དུ་མར་རབ་དགོངས་མཛད་པ་ཡི། །ཐུབ་དབང་རྣམས་ཀྱིས་འདི་ཉིད་ཕན་པར་གཟིགས། །འདིས་ནི་ཚད་མེད་སྐྱེ་བོའི་ཚོགས་རྣམས་ཀྱིས། །བདེ་མཆོག་བདེ་བླག་ཉིད་དུ་ཐོབ་པར་བྱེད། །
ཚོགས་,clouds,དེ་ལས་གཞན་ཡང་མཆོད་པའི་ཚོགས། །,དེ་ལས་གཞན་ཡང་མཆོད་པའི་ཚོགས། །རོལ་མོ་དབྱངས་སྙན་ཡིད་འོང་ལྡན། །སེམས་ཅན་སྔག་བསྔལ་ཚིམ་བྱེད་པའི། །སྤྲིན་རྣམས་སོ་སོར་གནས་གྱུར་ཅིག །
ཚོགས་,Sangha,ཆོས་དང་ཚོགས་ཀྱི་མཆོག་བཅས་ལ། །,དུས་གསུམ་གཤེགས་པའི་སངས་རྒྱས་ཀུན། །ཆོས་དང་ཚོགས་ཀྱི་མཆོག་བཅས་ལ། །ཞིང་རྡུལ་ཀུན་གྱི་གྲངས་སྙེད་ཀྱི། །ལུས་བཏུད་པ་ཡིས་བདག་ཕྱག་འཚལ། །
ཚོགས་,assembly,ཆོས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཡི། །ཚོགས་ལའང་དེ་བཞིན་སྐྱབས་སུ་མཆི། །,བྱང་ཆུབ་སྙིང་པོར་མཆིས་ཀྱི་བར། །སངས་རྒྱས་རྣམས་ལ་སྐྱབས་སུ་མཆི། །ཆོས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཡི། །ཚོགས་ལའང་དེ་བཞིན་སྐྱབས་སུ་མཆི། །
ཚོགས་,hosts,གནོད་པའི་ཚོགས་རབ་འཕེལ་བའི་རྒྱུ་གཅིག་པུ། །,དེ་ལྟར་ཡུན་རིང་རྒྱུན་ཆགས་དགྲར་གྱུར་པ། །གནོད་པའི་ཚོགས་རབ་འཕེལ་བའི་རྒྱུ་གཅིག་པུ། །བདག་གི་སྙིང་ལ་ངེས་པར་གནས་འཆའ་ན། །འཁོར་བར་འཇིགས་མེད་དགའ་བར་ག་ལ་འགྱུར། །
ཚོགས་,band,ཉོན་མོངས་ཆོམ་རྐུན་ཚོགས་འདི་ནི། །གླགས་སྐབས་ཚོལ་བར་བྱེད་པ་སྟེ། །,ཉོན་མོངས་ཆོམ་རྐུན་ཚོགས་འདི་ནི། །གླགས་སྐབས་ཚོལ་བར་བྱེད་པ་སྟེ། །གླགས་རྙེད་གྱུར་ནས་དགེ་འཕྲོག་ཅིང་། །བདེ་འགྲོའི་སྲོག་ཀྱང་འཇོམས་པར་བྱེད། །
ཚོགས་,collection,མི་གཙང་ཚོགས་ཀྱི་འཁྲུལ་འཁོར་འདི། །,རྨོངས་པའི་ཡིད་ཁྱོད་ཅི་ཡི་ཕྱིར། །ཤིང་གཟུགས་གཙང་མ་གཟུང་མི་བྱེད། །མི་གཙང་ཚོགས་ཀྱི་འཁྲུལ་འཁོར་འདི། །རུལ་བ་བསྲུངས་ཏེ་ཅི་ཞིག་རུང་། །
ཚོགས་,host,ཉོན་མོངས་ཚོགས་ཀྱིས་མི་ཚུགས་བྱ། །,ཉོན་མོངས་ཕྱོགས་ཀྱི་ཁྲོད་གནས་ན། །རྣམ་པ་སྟོང་དུ་སྲན་གཟུགས་ཏེ། །ཝ་ལ་སོགས་པས་སེང་གེ་བཞིན། །ཉོན་མོངས་ཚོགས་ཀྱིས་མི་ཚུགས་བྱ། །
ཚོགས་,accumulations,རྙེད་དང་གྲགས་པའི་ཚོགས་བཅས་ཏེ། །,རྙེད་པ་དག་ནི་མང་བྱུང་ཞིང་། །གྲགས་དང་སྙན་པ་བྱུང་གྱུར་ཀྱང་། །རྙེད་དང་གྲགས་པའི་ཚོགས་བཅས་ཏེ། །གང་དུ་འདོང་བའི་གཏོལ་མེད་དོ། །
སྡུག་བསྔལ་,sufferings,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །བདེ་མང་བརྒྱ་ཕྲག་སྤྱོད་པར་འདོད་པས་ཀྱང་། །བྱང་ཆུབ་སེམས་ཉིད་རྟག་ཏུ་གཏང་མི་བྱ། །
སྡུག་བསྔལ་,suffering,སེམས་ཅན་སྡུག་བསྔལ་རྩིར་གྱུར་པ། །,འགྲོ་བ་ཀུན་གྱི་དགའ་བའི་རྒྱུ། །སེམས་ཅན་སྡུག་བསྔལ་རྩིར་གྱུར་པ། །རིན་ཆེན་སེམས་ཀྱི་བསོད་ནམས་གང་། །དེ་ལ་ཇི་ལྟར་གཞལ་གྱིས་ལང་། །
སྡུག་བསྔལ་,pain,མདའ་མདུང་མཚོན་གྱིས་ཕོག་པའི་སྡུག་བསྔལ་ཁྱད་བསད་ནས། །,རང་བཞིན་འཆི་བས་སྡུག་བསྔལ་གྱུར་པའི་ཉོན་མོངས་དག །གཡུལ་ངོར་མདར་ཚེ་ནན་གྱིས་གཞོམ་པར་འདོད་པ་ཡང་། །མདའ་མདུང་མཚོན་གྱིས་ཕོག་པའི་སྡུག་བསྔལ་ཁྱད་བསད་ནས། །དོན་མ་གྲུབ་པར་ཕྱིར་ཕྱོགས་འབྱེར་བར་མི་བྱེད་ན། །
སྡུག་བསྔལ་,torments,དེས་ན་དམྱལ་བའི་སྡུག་བསྔལ་རྒྱུ། །ཁྲོ་བ་ཅི་སྟེ་བཟློག་མི་བྱེད། །,ད་ལྟའི་སྡུག་བསྔལ་འདི་ཙམ་ལའང་། །བདག་གིས་བཟོད་པར་མི་ནུས་ན། །དེས་ན་དམྱལ་བའི་སྡུག་བསྔལ་རྒྱུ། །ཁྲོ་བ་ཅི་སྟེ་བཟློག་མི་བྱེད། །
སྡུག་བསྔལ་,anguish,།སྡུག་བསྔལ་འབའ་ཞིག་བསྐྱེད་པར་ཟད།,འཇིགས་ལ་མི་འཇིགས་མ་བྱིན་དང་། །ཉམ་ཐག་བདེ་མ་བྱིན་ན་བདག །མ་ཡི་མངལ་གྱི་ཟུག་རྔུ་དང་། །སྡུག་བསྔལ་འབའ་ཞིག་བསྐྱེད་པར་ཟད། །
སྡུག་བསྔལ་,Suffering,སྡུག་བསྔལ་ཡིད་མི་བདེ་བ་དང་། །འཇིགས་པ་རྣམ་པ་སྣ་ཚོགས་དང་།,སྡུག་བསྔལ་ཡིད་མི་བདེ་བ་དང་། །འཇིགས་པ་རྣམ་པ་སྣ་ཚོགས་དང་། །འདོད་པ་རྣམས་དང་བྲལ་བ་ནི། །སྡིག་པ་སྤྱོད་ལས་འབྱུང་བར་འགྱུར། །
སྡུག་བསྔལ་,suffer,འདོད་ལྡན་བྱང་ཆུབ་སྤྱོད་པ་བས། །སྡུག་བསྔལ་ཆེ་ལ་བྱང་ཆུབ་མེད། །,དེ་ཡི་བྱེ་བའི་ཆ་ཙམ་གྱི། །ཚེགས་ཀྱིས་སངས་རྒྱས་ཉིད་འགྲུབ་ན། །འདོད་ལྡན་བྱང་ཆུབ་སྤྱོད་པ་བས། །སྡུག་བསྔལ་ཆེ་ལ་བྱང་ཆུབ་མེད། །
བརྒྱ་ཕྲག་,hundreds,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །བདེ་མང་བརྒྱ་ཕྲག་སྤྱོད་པར་འདོད་པས་ཀྱང་། །བྱང་ཆུབ་སེམས་ཉིད་རྟག་ཏུ་གཏང་མི་བྱ། །
བརྒྱ་ཕྲག་,hundred,སྡུག་བསྔལ་བརྒྱ་ཕྲག་རྒྱུར་གྱུར་གང་གིས་ཀྱང་། །,རྟག་ཏུ་སྡུག་བསྔལ་ཀུན་གྱི་རྒྱུར་གྱུར་པ། །རང་བཞིན་དགྲ་དེས་གཞོམ་བརྩོན་བདག་ལ་དེང་། །སྡུག་བསྔལ་བརྒྱ་ཕྲག་རྒྱུར་གྱུར་གང་གིས་ཀྱང་། །ཡི་ཆད་སྒྱིད་ལུག་མི་འགྱུར་སྨོས་ཅི་དགོས། །
གཞོམ་,destroy,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །བདེ་མང་བརྒྱ་ཕྲག་སྤྱོད་པར་འདོད་པས་ཀྱང་། །བྱང་ཆུབ་སེམས་ཉིད་རྟག་ཏུ་གཏང་མི་བྱ། །
གཞོམ་,overcome,དེ་དག་གཞོམ་གྱིས་ཡོང་མི་ལང་། །,སེམས་ཅན་མི་སྲུན་ནམ་མཁའ་བཞིན། །དེ་དག་གཞོམ་གྱིས་ཡོང་མི་ལང་། །ཁྲོ་བའི་སེམས་འདི་གཅིག་བཅོམ་ན། །དགྲ་དེ་ཐམས་ཅད་ཆོམས་དང་འདྲ། །
གཞོམ་,destroyed,ཡིད་ནི་ལུས་ཅན་མ་ཡིན་པས། །སུས་ཀྱང་གང་དུའང་གཞོམ་མི་ནུས། །,ཡིད་ནི་ལུས་ཅན་མ་ཡིན་པས། །སུས་ཀྱང་གང་དུའང་གཞོམ་མི་ནུས། །ལུས་ལ་མངོན་པར་ཞེན་པས་ན། །ལུས་ནི་སྡུག་བསྔལ་དག་གིས་གནོད། །
གཞོམ་,conquer,དེ་བས་སེམས་ནི་བརྟན་པ་ཡིས། །ལྟུང་བ་རྣམས་ནི་གཞོམ་བྱ་སྟེ།,དེ་བས་སེམས་ནི་བརྟན་པ་ཡིས། །ལྟུང་བ་རྣམས་ནི་གཞོམ་བྱ་སྟེ། །བདག་ནི་ལྟུང་བས་ཕམ་བྱས་ན། །ཁམས་གསུམ་རྒྱལ་འདོད་བཞད་གད་འགྱུར། །
གཞོམ་,defeat,ཉོན་མོངས་མཚོན་ལས་གཟུར་བྱ་ཞིང་། །ཉོན་མོངས་དགྲ་རྣམས་གཞོམ་པར་བཏེག །,ལེགས་པར་ཟིན་ན་ཕྱི་མ་དང་། །ཕྱི་མ་འདོད་པས་དེ་སྤང་བྱ། །འཐབ་རྙིང་དགྲ་དང་ལྷན་ཅིག་ཏུ། །གཡུལ་ངོར་རལ་ཁ་ལྷགས་པ་བཞིན། །ཉོན་མོངས་མཚོན་ལས་གཟུར་བྱ་ཞིང་། །ཉོན་མོངས་དགྲ་རྣམས་གཞོམ་པར་བཏེག །
སེམས་ཅན་,sentient beings,སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །བདེ་མང་བརྒྱ་ཕྲག་སྤྱོད་པར་འདོད་པས་ཀྱང་། །བྱང་ཆུབ་སེམས་ཉིད་རྟག་ཏུ་གཏང་མི་བྱ། །
སེམས་ཅན་,beings,།དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར།,འདི་ནི་འཐད་པ་དང་བཅས་པར། །ལག་བཟང་གིས་ནི་ཞུས་པ་ལས། །དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས། །
སེམས་ཅན་,sentient being,སེམས་ཅན་རེ་རེའི་མི་བདེ་བ། །དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་། །,སེམས་ཅན་རེ་རེའི་མི་བདེ་བ། །དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་། །རེ་རེའང་ཡོན་ཏན་དཔག་མེད་དུ། །བསྒྲུབ་པར་འདོད་པ་སྨོས་ཅི་དགོས། །
སེམས་ཅན་,sentient creatures,སེམས་ཅན་སྡུག་བསྔལ་རྩིར་གྱུར་པ། །,འགྲོ་བ་ཀུན་གྱི་དགའ་བའི་རྒྱུ། །སེམས་ཅན་སྡུག་བསྔལ་རྩིར་གྱུར་པ། །རིན་ཆེན་སེམས་ཀྱི་བསོད་ནམས་གང་། །དེ་ལ་ཇི་ལྟར་གཞལ་གྱིས་ལང་། །
སེམས་ཅན་,being,སེམས་ཅན་གཅིག་གི་བདེ་བ་ཡང་། །བཤིག་ན་བདག་ཉིད་ཉམས་འགྱུར་ན།,སེམས་ཅན་གཅིག་གི་བདེ་བ་ཡང་། །བཤིག་ན་བདག་ཉིད་ཉམས་འགྱུར་ན། །ནམ་མཁའ་མ་ལུས་མཐའ་ཀླས་པའི། །ལུས་ཅན་བདེ་བཤིག་སྨོས་ཅི་དགོས། །
སེམས་ཅན་,those,སེམས་ཅན་རྙེད་པ་མེད་ལ་སྨོད། །,སེམས་ཅན་རྙེད་པ་མེད་ལ་སྨོད། །རྙེད་པ་ཅན་ལ་མི་སྙན་བརྗོད། །རང་བཞིན་འགྲོགས་དཀའ་དེ་དག་གིས། །དགའ་བ་ཇི་ལྟར་སྐྱེ་བར་འགྱུར། །
མི་བདེ་,unhappiness,སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །བདེ་མང་བརྒྱ་ཕྲག་སྤྱོད་པར་འདོད་པས་ཀྱང་། །བྱང་ཆུབ་སེམས་ཉིད་རྟག་ཏུ་གཏང་མི་བྱ། །
མི་བདེ་,discomfort,།དེ་བས་སྡུག་བསྔལ་མང་པོ་དག །གཞོམ་ཕྱིར་མི་བདེ་ཆུང་བཟོད་བྱ།,སྨན་པ་ཀུན་ཀྱང་གསོ་དཔྱད་ཀྱི། །མི་བདེ་བ་ཡིས་ནད་མེད་བྱེད། །དེ་བས་སྡུག་བསྔལ་མང་པོ་དག །གཞོམ་ཕྱིར་མི་བདེ་ཆུང་བཟོད་བྱ། །
བསལ་བ་,remove,སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །བདེ་མང་བརྒྱ་ཕྲག་སྤྱོད་པར་འདོད་པས་ཀྱང་། །བྱང་ཆུབ་སེམས་ཉིད་རྟག་ཏུ་གཏང་མི་བྱ། །
བསལ་བ་,removed,སྡུག་བསྔལ་ཐམས་ཅད་བསལ་བར་ཤོག །,དེ་ལྟར་འདི་དག་ཀུན་བྱས་ཏེ། །དགེ་བ་བདག་གིས་བསགས་པ་གང་། །དེས་ནི་སེམས་ཅན་ཐམས་ཅད་ཀྱི། །སྡུག་བསྔལ་ཐམས་ཅད་བསལ་བར་ཤོག །
བདེ་,joys,བདེ་མང་བརྒྱ་ཕྲག་སྤྱོད་པར་འདོད་པས་ཀྱང་། །,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །བདེ་མང་བརྒྱ་ཕྲག་སྤྱོད་པར་འདོད་པས་ཀྱང་། །བྱང་ཆུབ་སེམས་ཉིད་རྟག་ཏུ་གཏང་མི་བྱ། །
བདེ་,happiness,སེམས་ཅན་ཐམས་ཅད་བདེ་མཛད་པའི། །ཐུགས་བསྐྱེད་དགེ་བ་རྒྱ་མཚོ་དང་། །,སྐྱོབ་པ་རྣམས་ཀྱི་བྱང་ཆུབ་དང་། །རྒྱལ་སྲས་ས་ལའང་ཡི་རང་ངོ་། །སེམས་ཅན་ཐམས་ཅད་བདེ་མཛད་པའི། །ཐུགས་བསྐྱེད་དགེ་བ་རྒྱ་མཚོ་དང་། །སེམས་ཅན་ཕན་པ་མཛད་པ་ལ། །དགའ་བས་རྗེས་སུ་ཡི་རང་ངོ་། །
བདེ་,comfortable,འཇིགས་དང་དགའ་སྟོན་སོགས་འབྲེལ་བར། །གལ་ཏེ་མི་ནུས་ཅི་བདེར་བྱ། །,འཇིགས་དང་དགའ་སྟོན་སོགས་འབྲེལ་བར། །གལ་ཏེ་མི་ནུས་ཅི་བདེར་བྱ། །འདི་ལྟར་སྦྱིན་པའི་དུས་དག་ཏུ། །ཚུལ་ཁྲིམས་བཏང་སྙོམས་བྱ་བར་གསུངས། །
བདེ་,happy,གང་ཞིག་བསྒྲིམས་ཏེ་ཁྲོ་འཇོམས་པ། །དེ་ནི་འདི་དང་གཞན་དུ་བདེ། །,ཁྲོ་བའི་དགྲ་ཡིས་དེ་ལ་སོགས། །སྡུག་བསྔལ་དག་ནི་བྱེད་པར་འགྱུར། །གང་ཞིག་བསྒྲིམས་ཏེ་ཁྲོ་འཇོམས་པ། །དེ་ནི་འདི་དང་གཞན་དུ་བདེ། །
བདེ་,at ease,བསོད་ནམས་ཀྱིས་ནི་ལུས་བདེ་ལ། །,བསོད་ནམས་ཀྱིས་ནི་ལུས་བདེ་ལ། །མཁས་པ་ཡིས་ནི་སེམས་བདེ་ན། །གཞན་དོན་འཁོར་བར་གནས་ཀྱང་ནི། །སྙིང་རྗེ་ཅན་དག་ཅི་སྟེ་སྐྱོ། །
བདེ་,at peace,མཁས་པ་ཡིས་ནི་སེམས་བདེ་ན། །,བསོད་ནམས་ཀྱིས་ནི་ལུས་བདེ་ལ། །མཁས་པ་ཡིས་ནི་སེམས་བདེ་ན། །གཞན་དོན་འཁོར་བར་གནས་ཀྱང་ནི། །སྙིང་རྗེ་ཅན་དག་ཅི་སྟེ་སྐྱོ། །
བདེ་,comfort,།ཉམ་ཐག་བདེ་མ་བྱིན་ན་བདག །,འཇིགས་ལ་མི་འཇིགས་མ་བྱིན་དང་། །ཉམ་ཐག་བདེ་མ་བྱིན་ན་བདག །མ་ཡི་མངལ་གྱི་ཟུག་རྔུ་དང་། །སྡུག་བསྔལ་འབའ་ཞིག་བསྐྱེད་པར་ཟད། །
བདེ་,ease,གང་གི་ལས་ཉིད་བདེ་འགྱུར་བ། །དེ་ལས་མི་བྱེད་ཇི་ལྟར་བདེ། །,གང་གི་ལས་ཉིད་བདེ་འགྱུར་བ། །དེ་ལས་མི་བྱེད་ཇི་ལྟར་བདེ། །སྤུ་གྲིའི་སོར་ཆགས་སྦྲང་རྩི་ལྟའི། །འདོད་པ་རྣམས་ཀྱིས་མི་ངོམས་ན། །
སྤྱོད་པ་,experience,བདེ་མང་བརྒྱ་ཕྲག་སྤྱོད་པར་འདོད་པས་ཀྱང་། །,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །བདེ་མང་བརྒྱ་ཕྲག་སྤྱོད་པར་འདོད་པས་ཀྱང་། །བྱང་ཆུབ་སེམས་ཉིད་རྟག་ཏུ་གཏང་མི་བྱ། །
སྤྱོད་པ་,conduct,ཐུགས་རྗེས་སྤྱོད་པ་མ་འཁྲུལ་བ། །སྤྱན་རས་གཟིགས་མགོན་དེ་ལ་ཡང་། །,ཐུགས་རྗེས་སྤྱོད་པ་མ་འཁྲུལ་བ། །སྤྱན་རས་གཟིགས་མགོན་དེ་ལ་ཡང་། །ཉམ་ཐག་ང་རོས་འོ་དོད་འབོད། །སྡིག་ལྡན་བདག་ལ་བསྐྱབ་ཏུ་གསོལ། །
སྤྱོད་པ་,practice,དམ་པའི་ཆོས་ནི་སྤྱོད་པའི་ལུས། །,དམ་པའི་ཆོས་ནི་སྤྱོད་པའི་ལུས། །ཕྲན་ཚེགས་ཆེད་དུ་གནོད་མི་བྱ། །དེ་ལྟར་བྱས་ན་སེམས་ཅན་གྱི། །བསམ་པ་མྱུར་དུ་རྫོགས་པར་འགྱུར། །
སྤྱོད་པ་,behavior,བྱིས་པའི་སྤྱོད་པ་ཁོ་ནར་ཟད། །,དེ་བས་བདག་ནི་བསྟོད་དོ་ཞེས། །རང་གི་དགའ་བ་སྐྱེ་འགྱུར་བ། །དེ་ཡང་དེ་ལྟར་མི་འཐད་པས། །བྱིས་པའི་སྤྱོད་པ་ཁོ་ནར་ཟད། །
སྤྱོད་པ་,path,།བྱང་ཆུབ་སྤྱོད་པའི་གྲོགས་གྱུར་པས། །བདག་གིས་དགྲ་ལ་དགའ་བར་བྱ། །,དེ་བས་ངལ་བས་མ་བསྒྲུབས་པའི། །ཁྱིམ་དུ་གཏེར་ནི་བྱུང་བ་ལྟར། །བྱང་ཆུབ་སྤྱོད་པའི་གྲོགས་གྱུར་པས། །བདག་གིས་དགྲ་ལ་དགའ་བར་བྱ། །
བྱང་ཆུབ་སེམས་,mind of enlightenment,བྱང་ཆུབ་སེམས་ཉིད་རྟག་ཏུ་གཏང་མི་བྱ། །,སྲིད་པའི་སྡུག་བསྔལ་བརྒྱ་ཕྲག་གཞོམ་འདོད་ཅིང་། །སེམས་ཅན་མི་བདེ་བསལ་བར་འདོད་པ་དང་། །བདེ་མང་བརྒྱ་ཕྲག་སྤྱོད་པར་འདོད་པས་ཀྱང་། །བྱང་ཆུབ་སེམས་ཉིད་རྟག་ཏུ་གཏང་མི་བྱ། །
བྱང་ཆུབ་སེམས་,bodhicitta,འགྲོ་བའི་གནས་དང་བྲལ་བར་འདོད་པ་རྣམས། །རིན་ཆེན་བྱང་ཆུབ་སེམས་ལེགས་བརྟན་པར་ཟུང་། །,འགྲོ་བའི་དེད་དཔོན་གཅིག་པུ་ཚད་མེད་བློས། །ལེགས་པར་ཡོངས་སུ་བརྟགས་ན་རིན་ཆེ་བས། །འགྲོ་བའི་གནས་དང་བྲལ་བར་འདོད་པ་རྣམས། །རིན་ཆེན་བྱང་ཆུབ་སེམས་ལེགས་བརྟན་པར་ཟུང་། །
བྱང་ཆུབ་སེམས་,bodhisattvas,ཕྱོགས་རྣམས་ཀུན་ན་བཞུགས་པ་ཡི། །རྫོགས་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས། །,ཕྱོགས་རྣམས་ཀུན་ན་བཞུགས་པ་ཡི། །རྫོགས་སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས། །ཐུགས་རྗེ་ཆེན་པོ་མངའ་རྣམས་ལ། །ཐལ་མོ་སྦྱར་ཏེ་གསོལ་བ་ནི། །
བྱང་ཆུབ་སེམས་,enlightened mind,འདི་ནི་བྱང་ཆུབ་སེམས་སྟོབས་ཀྱིས། །,འདི་ནི་བྱང་ཆུབ་སེམས་སྟོབས་ཀྱིས། །སྔོན་གྱི་སྡིག་པ་ཟད་བྱེད་ཅིང་། །བསོད་ནམས་རྒྱ་མཚོ་སྡུད་བྱེད་ཕྱིར། །ཉན་ཐོས་རྣམས་པས་མཆོག་ཏུ་བཤད། །
རྟག་ཏུ་,constant,རྟག་ཏུ་སྦྱིན་པ་ལྟ་ཞིག་སྨོས་ཅི་དགོས། །,སེམས་ཅན་གྲངས་མཐའ་ཡས་ལ་དུས་རིང་དུ། །བདེ་བར་གཤེགས་ཀྱི་བདེ་བ་བླ་ན་མེད། །ཡིད་ལ་བསམ་པ་མཐའ་དག་རྫོགས་བྱེད་པ། །རྟག་ཏུ་སྦྱིན་པ་ལྟ་ཞིག་སྨོས་ཅི་དགོས། །
རྟག་ཏུ་,always,རྟག་ཏུ་ཐུབ་དབང་རྣམས་ལ་དབུལ་བར་བགྱི། །,རིན་ཆེན་གདུགས་མཛེས་གསེར་གྱི་ཡུ་བ་ཅན། །ཁོར་ཡུག་རྒྱན་གྱི་རྣམ་པ་ཡིད་འོང་ལྡན། །དབྱིབས་ལེགས་བལྟ་ན་སྡུག་པ་བསྒྲེང་བ་ཡང་། །རྟག་ཏུ་ཐུབ་དབང་རྣམས་ལ་དབུལ་བར་བགྱི། །
རྟག་ཏུ་,constantly,ཚེ་འདི་རྟག་ཏུ་གོད་འགྱུར་ཞིང་། །,ཉིན་མཚན་སྡོད་པ་ཡོད་མེད་པར། །ཚེ་འདི་རྟག་ཏུ་གོད་འགྱུར་ཞིང་། །སྣོན་པ་གུད་ནས་འོང་མེད་ན། །བདག་ལྟ་འཆི་བར་ཅིས་མི་འགྱུར། །
རྟག་ཏུ་,at all times,གཡེལ་བ་མེད་པར་རྟག་ཏུ་ཡང་། །,རྒྱལ་བའི་སྲས་ཀྱིས་དེ་ལྟ་བུར། །བྱང་ཆུབ་སེམས་རབ་བརྟན་བཟུང་ནས། །གཡེལ་བ་མེད་པར་རྟག་ཏུ་ཡང་། །བསླབ་ལས་མི་འདའ་འབད་པར་བྱ། །
འཁོར་བ་,samsara,བྱང་ཆུབ་སེམས་སྐྱེས་གྱུར་ན་སྐད་ཅིག་གིས། །འཁོར་བའི་བཙོན་རར་བསྡམས་པའི་ཉམ་ཐག་རྣམས། །,བྱང་ཆུབ་སེམས་སྐྱེས་གྱུར་ན་སྐད་ཅིག་གིས། །འཁོར་བའི་བཙོན་རར་བསྡམས་པའི་ཉམ་ཐག་རྣམས། །བདེ་གཤེགས་རྣམས་ཀྱི་སྲས་ཞེས་བརྗོད་བྱ་ཞིང་། །འཇིག་རྟེན་ལྷ་མིར་བཅས་པས་ཕྱག་བྱར་འགྱུར། །
འཁོར་བ་,cyclic existence,ཐོག་མ་མེད་ལྡན་འཁོར་བ་ནས། །,ཐོག་མ་མེད་ལྡན་འཁོར་བ་ནས། །ཚེ་རབས་འདི་འམ་གཞན་དག་ཏུ། །བདག་གིས་མ་འཚལ་སྡིག་བགྱིས་པའམ། །བགྱིད་དུ་སྩལ་བ་ཉིད་དང་ནི། །
ཉམ་ཐག་,wretched beings,བྱང་ཆུབ་སེམས་སྐྱེས་གྱུར་ན་སྐད་ཅིག་གིས། །འཁོར་བའི་བཙོན་རར་བསྡམས་པའི་ཉམ་ཐག་རྣམས། །,བྱང་ཆུབ་སེམས་སྐྱེས་གྱུར་ན་སྐད་ཅིག་གིས། །འཁོར་བའི་བཙོན་རར་བསྡམས་པའི་ཉམ་ཐག་རྣམས། །བདེ་གཤེགས་རྣམས་ཀྱི་སྲས་ཞེས་བརྗོད་བྱ་ཞིང་། །འཇིག་རྟེན་ལྷ་མིར་བཅས་པས་ཕྱག་བྱར་འགྱུར། །
ཉམ་ཐག་,misery,རབ་ཏུ་ཉམ་ཐག་སྨོས་ཅི་དགོས། །,གཤིན་རྗེའི་ཕོ་ཉ་འཇིགས་འཇིགས་ལྟའི། །ཤ་ཚུགས་ཅན་གྱིས་བཟུང་གྱུར་ཅིང་། །འཇིགས་ཆེན་ནད་ཀྱིས་ཐེབས་གྱུར་པ། །རབ་ཏུ་ཉམ་ཐག་སྨོས་ཅི་དགོས། །
