Word,Translation,Line,Verse
བརྟེན་,dependents,གང་དག་ནོར་དང་བཀུར་སྟི་ཡིས། །དྲིན་བྱིན་དེ་ལ་བརྟེན་གྱུར་པ།,གང་དག་ནོར་དང་བཀུར་སྟི་ཡིས། །དྲིན་བྱིན་དེ་ལ་བརྟེན་གྱུར་པ། །དེ་དག་ཀྱང་ནི་སྡང་ལྡན་པའི། །རྗེ་དཔོན་དེ་ལ་གསོད་པར་རྒོལ། །
བརྟེན་,dependent,དེ་ལ་བརྟེན་ནས་སྡུག་བསྔལ་རྣམས། །རྒྱུན་ཆད་འགྱུར་འདོད་མི་རིགས་མེད། །,གང་གིས་གང་ཞིག་བཟློག་བྱ་སྟེ། །བཟློག་པའང་རིགས་པ་མིན་ཞེ་ན། །དེ་ལ་བརྟེན་ནས་སྡུག་བསྔལ་རྣམས། །རྒྱུན་ཆད་འགྱུར་འདོད་མི་རིགས་མེད། །
སྒྲོལ་,liberates,གང་ལ་བརྟེན་ནས་ཡུད་ཀྱིས་སྒྲོལ་འགྱུར་བ། །,སྡིག་པ་ཤིན་ཏུ་མི་བཟད་བྱས་ན་ཡང་། །དཔའ་ལ་བརྟེན་ནས་འཇིགས་པ་ཆེན་པོ་ལྟར། །གང་ལ་བརྟེན་ནས་ཡུད་ཀྱིས་སྒྲོལ་འགྱུར་བ། །དེ་ལ་བག་ཅན་རྣམས་ཀྱིས་ཅིས་མི་བརྟེན། །
སྒྲོལ་,free,མི་ཡི་གྲུ་ལ་བརྟེན་ནས་སུ། །སྡུག་བསྔལ་ཆུ་བོ་ཆེ་ལས་སྒྲོལ།,མི་ཡི་གྲུ་ལ་བརྟེན་ནས་སུ། །སྡུག་བསྔལ་ཆུ་བོ་ཆེ་ལས་སྒྲོལ། །གྲུ་འདི་ཕྱི་ནས་རྙེད་དཀའ་བས། །རྨོངས་པ་དུས་སུ་གཉིད་མ་ལོག །
མི་བཟད་,terrible,དེ་དག་དོན་དུ་བྱས་པའི་སྡིག །མི་བཟད་གང་ཡིན་མདུན་ན་གནས། །,རེ་ཞིག་གསོན་ཚེ་འདི་ཉིད་ལ། །མཛའ་དང་མི་མཛའ་དུ་མ་འདས། །དེ་དག་དོན་དུ་བྱས་པའི་སྡིག །མི་བཟད་གང་ཡིན་མདུན་ན་གནས། །
མི་བཟད་,dreadful,འགྱོད་པ་མི་བཟད་མེ་འབར་བས། །,དམྱལ་མེ་བཟོད་དཀས་དུས་རིང་དུ། །བདག་གི་ལུས་ལ་བསྲེགས་གྱུར་ན། །འགྱོད་པ་མི་བཟད་མེ་འབར་བས། །སེམས་གདུང་འགྱུར་བ་གདོན་མི་ཟ། །
མི་བཟད་,unbearably,ཉོན་མོངས་ཉ་པས་བཏབ་པ་ཡི། །མཆིལ་པ་འདི་ནི་མི་བཟད་གཟེ། །,ཉོན་མོངས་ཉ་པས་བཏབ་པ་ཡི། །མཆིལ་པ་འདི་ནི་མི་བཟད་གཟེ། །དེས་བཟུང་སེམས་དམྱལ་བུམ་པར་ཡང་། །དམྱལ་བའི་སྲུང་མས་བདག་འཚེད་དེས། །
འཇིགས་པ་,danger,མགོན་པོ་བག་མེད་བདག་གིས་ནི། །འཇིགས་པ་འདི་འདྲ་མ་འཚལ་ནས། །,མགོན་པོ་བག་མེད་བདག་གིས་ནི། །འཇིགས་པ་འདི་འདྲ་མ་འཚལ་ནས། །མི་རྟག་ཚེ་འདིའི་ཆེད་དག་ཏུ། །སྡིག་པ་མང་པོ་ཉེ་བར་བསྒྲུབས། །
འཇིགས་པ་,fear,སྟོབས་ཆེན་འཇིགས་པ་ཀུན་སེལ་ལ། །དི་རིང་ཉིད་ནས་སྐྱབས་སུ་མཆི། །,དེ་བས་རྒྱལ་བ་འགྲོ་བའི་མགོན། །འགྲོ་བ་སྐྱོབ་པའི་དོན་བརྩོན་པ། །སྟོབས་ཆེན་འཇིགས་པ་ཀུན་སེལ་ལ། །དི་རིང་ཉིད་ནས་སྐྱབས་སུ་མཆི། །
འཇིགས་པ་,peril,ད་ནི་འཇིགས་པ་ཆེ་མཐོང་ནས། །,སྔོན་ཆད་ཁྱེད་ཀྱི་བཀའ་ལས་འདས། །ད་ནི་འཇིགས་པ་ཆེ་མཐོང་ནས། །ཁྱེད་ལ་སྐྱབས་སུ་མཆི་ལགས་ཀྱིས། །འཇིགས་པ་མྱུར་དུ་བསལ་དུ་གསོལ། །
འཇིགས་པ་,perils,ལམ་སོགས་འཇིགས་པ་བརྟག་པའི་ཕྱིར། །ཡང་དང་ཡང་དུ་ཕྱོགས་བཞིར་ལྟ། །,ལམ་སོགས་འཇིགས་པ་བརྟག་པའི་ཕྱིར། །ཡང་དང་ཡང་དུ་ཕྱོགས་བཞིར་ལྟ། །ངལ་བསོས་ཁ་ནི་ཕྱིར་བལྟས་ནས། །རྒྱབ་ཀྱི་ཕྱོགས་སུ་བལྟ་བར་བྱ། །
འཇིགས་པ་,fearing,མོས་པ་སྡུག་བསྔལ་འཇིགས་པ་དང་། །དེ་ཡི་ཕན་ཡོན་བསམ་པས་བསྐྱེད། །,སེམས་ཅན་དོན་གྲུབ་བྱ་ཕྱིར་དཔུང་། །མོས་བརྟན་དགའ་དང་དོར་བ་ཡིན། །མོས་པ་སྡུག་བསྔལ་འཇིགས་པ་དང་། །དེ་ཡི་ཕན་ཡོན་བསམ་པས་བསྐྱེད། །
འཇིགས་པ་,dangers,སྡུག་བསྔལ་ཡིད་མི་བདེ་བ་དང་། །འཇིགས་པ་རྣམ་པ་སྣ་ཚོགས་དང་།,སྡུག་བསྔལ་ཡིད་མི་བདེ་བ་དང་། །འཇིགས་པ་རྣམ་པ་སྣ་ཚོགས་དང་། །འདོད་པ་རྣམས་དང་བྲལ་བ་ནི། །སྡིག་པ་སྤྱོད་ལས་འབྱུང་བར་འགྱུར། །
འཇིགས་པ་,fearful,།བོ་ན་གསོད་བསྡིགས་འཇིགས་པ་ལྟར།,ཡུངས་མར་བཀང་བའི་སྣོད་བཀུར་ལ། །རལ་གྲི་ཐོགས་པས་དྲུང་བསྡད་དེ། །བོ་ན་གསོད་བསྡིགས་འཇིགས་པ་ལྟར། །བརྟུལ་ཞུགས་ཅན་གྱིས་དེ་བཞིན་སྒྲིམ། །
འཇིགས་པ་,terrors,ཤི་བའི་འོག་ཏུ་འཇིགས་པ་སྐྱེ། །,བདག་ནི་རྙེད་མང་བཀུར་སྟི་བཅས། །བདག་ལ་མང་པོ་དགའ་འོ་ཞེས། །དེ་འདྲའི་སྙེམས་པ་འཆང་གྱུར་ན། །ཤི་བའི་འོག་ཏུ་འཇིགས་པ་སྐྱེ། །
འཇིགས་པ་,terrified,འཇིགས་པ་ཆེན་པོ་སྐྱེ་འགྱུར་བར། །,གང་ལས་པགས་པའི་ཁ་ཕྱེ་ན། །འཇིགས་པ་ཆེན་པོ་སྐྱེ་འགྱུར་བར། །ཤེས་ཀྱང་ཇི་ལྟར་དེ་ཉིད་ལ། །ཕྱིར་ཞིང་དགའ་བ་སྐྱེ་བར་འགྱུར། །
འཇིགས་པ་,terrifying,གཅེར་བུ་འཇིགས་པ་ཉིད་ཡིན་ན། །,གལ་ཏེ་སྐྲ་སེན་རིང་བ་དང་། །སོ་སྐྱ་དྲིར་བཅས་འདམ་གྱི་དྲིས། །བསྒོས་པས་ལུས་ཀྱི་རང་བཞིན་ནི། །གཅེར་བུ་འཇིགས་པ་ཉིད་ཡིན་ན། །
འཇིགས་པ་,fears,འཁོར་གྱི་འཇིགས་པ་བསལ་བའི་ཕྱིར། །,དེ་བས་མགོན་པོ་སྤྱན་རས་གཟིགས། །ཐུགས་རྗེ་ཆེན་པོས་འགྲོ་བ་ཡི། །འཁོར་གྱི་འཇིགས་པ་བསལ་བའི་ཕྱིར། །རང་གི་མཚན་ཡང་བྱིན་གྱིས་བརླབས། །
དཔག་ཏུ་མེད་པ་,countless,དེ་ཡི་ཕན་ཡོན་དཔག་ཏུ་མེད་པ་དག །བྱམས་མགོན་བློ་དང་ལྡན་པས་ནོར་བཟངས་བཤད། །,དེས་ནི་དུས་མཐའི་མེ་བཞིན་སྡིག་ཆེན་རྣམས། །སྐད་ཅིག་གཅིག་གིས་ངེས་པར་སྲེག་པར་བྱེད། །དེ་ཡི་ཕན་ཡོན་དཔག་ཏུ་མེད་པ་དག །བྱམས་མགོན་བློ་དང་ལྡན་པས་ནོར་བཟངས་བཤད། །
དཔག་ཏུ་མེད་པ་,untold,སེམས་ཅན་རེ་རེའི་མི་བདེ་བ། །དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་། །,སེམས་ཅན་རེ་རེའི་མི་བདེ་བ། །དཔག་ཏུ་མེད་པ་བསལ་འདོད་ཅིང་། །རེ་རེའང་ཡོན་ཏན་དཔག་མེད་དུ། །བསྒྲུབ་པར་འདོད་པ་སྨོས་ཅི་དགོས། །
དཔག་ཏུ་མེད་པ་,infinite,སྡུག་བསྔལ་དཔག་ཏུ་མེད་པའི་གནས། །བདག་གོ་ཅི་ཕྱིར་སྙིང་མ་གས། །,ཉེས་ཟད་རྩོམ་པ་དེ་ཡི་ནི། །ཆ་ཡང་བདག་ལ་མ་མཐོང་ན། །སྡུག་བསྔལ་དཔག་ཏུ་མེད་པའི་གནས། །བདག་གོ་ཅི་ཕྱིར་སྙིང་མ་གས། །
བློ་དང་ལྡན་པ་,wise,དེ་ཡི་ཕན་ཡོན་དཔག་ཏུ་མེད་པ་དག །བྱམས་མགོན་བློ་དང་ལྡན་པས་ནོར་བཟངས་བཤད། །,དེས་ནི་དུས་མཐའི་མེ་བཞིན་སྡིག་ཆེན་རྣམས། །སྐད་ཅིག་གཅིག་གིས་ངེས་པར་སྲེག་པར་བྱེད། །དེ་ཡི་ཕན་ཡོན་དཔག་ཏུ་མེད་པ་དག །བྱམས་མགོན་བློ་དང་ལྡན་པས་ནོར་བཟངས་བཤད། །
བློ་དང་ལྡན་པ་,intelligent,དེ་ལྟར་བློ་དང་ལྡན་པ་ཡིས། །,དེ་ལྟར་བློ་དང་ལྡན་པ་ཡིས། །རབ་དང་བྱང་ཆུབ་སེམས་བཟུང་ནས། །མཇུག་ཀྱང་རྒྱས་པར་བྱ་བའི་ཕྱིར། །སེམས་ནི་འདི་ལྟར་གཟེངས་བསྟོད་དོ། །
མེ་,fires,མེ་ནང་ཁྲིད་ཅིང་འཇུག་མི་ནུས། །,གལ་ཏེ་ལྷ་དང་ལྷ་མིན་རྣམས། །ཐམས་ཅད་བདག་ལ་དགྲར་ལངས་ཀྱང་། །དེ་དག་གིས་ཀྱང་མནར་མེད་པའི། །མེ་ནང་ཁྲིད་ཅིང་འཇུག་མི་ནུས། །
མེ་,fire,སྲེག་པའི་རང་བཞིན་མེ་བཀོན་འདྲ། །,གལ་ཏེ་གཞན་ལ་འཚེ་བྱེད་པ། །བྱིས་པ་རྣམས་ཀྱི་རང་བཞིན་ནི། །དེ་ལ་ཁྲོ་བ་མི་རིགས་ཏེ། །སྲེག་པའི་རང་བཞིན་མེ་བཀོན་འདྲ། །
ངེས་པར་,focused,ངེས་པར་སེམས་པས་རྟག་ཏུ་ནི། །མིག་ནི་ཕབ་སྟེ་བལྟ་བར་བྱ། །,དོན་མེད་གཡེང་བར་ལྟ་བ་ནི། །ནམ་ཡང་བདག་གིས་མི་བྱ་སྟེ། །ངེས་པར་སེམས་པས་རྟག་ཏུ་ནི། །མིག་ནི་ཕབ་སྟེ་བལྟ་བར་བྱ། །
ངེས་པར་,surely,།སེམས་སྦྱང་བ་ཡི་སྤྱོད་པ་ནི། །ངེས་པར་དེ་སྲིད་སྤྱད་པར་བྱ།,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་དག །ཚད་མེད་པར་ནི་གསུངས་པ་ལས། །སེམས་སྦྱང་བ་ཡི་སྤྱོད་པ་ནི། །ངེས་པར་དེ་སྲིད་སྤྱད་པར་བྱ། །
ངེས་པར་,inevitably,།མི་དགེ་ཅིས་ཀྱང་ངེས་པར་འབྱུང་། །,བྱིས་དང་འགྲོགས་ན་བྱིས་པ་ལ། །བདག་བསྟོད་གཞན་ལ་སྨོད་པ་དང་། །འཁོར་བར་དགའ་བའི་གཏམ་ལ་སོགས། །མི་དགེ་ཅིས་ཀྱང་ངེས་པར་འབྱུང་། །
བྱང་ཆུབ་སྨོན་པའི་སེམས་,mind aspiring for awakening,བྱང་ཆུབ་སྨོན་པའི་སེམས་དང་ནི། །བྱང་ཆུབ་འཇུག་པ་ཉིད་ཡིན་ནོ། །,བྱང་ཆུབ་སེམས་དེ་མདོར་བསྡུས་ན། །རྣམ་པ་གཉིས་སུ་ཤེས་བྱ་སྟེ། །བྱང་ཆུབ་སྨོན་པའི་སེམས་དང་ནི། །བྱང་ཆུབ་འཇུག་པ་ཉིད་ཡིན་ནོ། །
བྱང་ཆུབ་སྨོན་པའི་སེམས་,aspiring bodhichitta,བྱང་ཆུབ་སྨོན་པའི་སེམས་ལས་ནི། །འཁོར་ཚེ་འབྲས་བུ་ཆེ་འབྱུང་ཡང་། །,བྱང་ཆུབ་སྨོན་པའི་སེམས་ལས་ནི། །འཁོར་ཚེ་འབྲས་བུ་ཆེ་འབྱུང་ཡང་། །ཇི་ལྟར་འཇུག་པའི་སེམས་བཞིན་དུ། །བསོད་ནམས་རྒྱུན་ཆགས་འབྱུང་བ་མིན། །
ཤེས་བྱ་,to be known,དེས་ན་ཤེས་བྱ་ཉེར་གནས་པ། །,གལ་ཏེ་ཤེས་མེད་ཤེས་ཡིན་ན། །ཤིང་ཡང་ཤེས་པར་ཐལ་བར་འགྱུར། །དེས་ན་ཤེས་བྱ་ཉེར་གནས་པ། །མེད་པར་ཤེས་པ་མེད་ཅེས་ངེས། །
ཤེས་བྱ་,what's known,འོན་ཏེ་ཤེས་བྱ་ལས་ཤེས་གྲུབ། །,འོན་ཏེ་ཤེས་བྱ་ལས་ཤེས་གྲུབ། །ཤེས་བྱ་ཡོད་ལ་རྟེན་ཅི་ཡོད། །དེ་སྟེ་ཕན་ཚུན་དབང་གིས་ཡོད། །གཉི་ག་ཡང་ནི་མེད་པར་འགྱུར། །
ཤེས་བྱ་,object,ཤེས་བྱ་ལས་སྐྱེས་ཤེས་པ་ཡིས། །,མྱུ་གུ་ས་བོན་ལས་སྐྱེ་ཞིང་། །ས་བོན་དེ་ཉིད་ཀྱིས་རྟོགས་བཞིན། །ཤེས་བྱ་ལས་སྐྱེས་ཤེས་པ་ཡིས། །དེ་ཡོད་པ་ནི་ཅིས་མི་རྟོགས། །
བྱེ་བྲག་,difference,འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི། །བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར།,འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི། །བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར། །དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི། །བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ། །
བྱེ་བྲག་,contrast,།དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི། །བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ།,འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི། །བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར། །དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི། །བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ། །
བྱེ་བྲག་,particulars,།གང་ཚེ་བྱེ་བྲག་ཕྱིན་ཅི་ལོག །དེ་ཚེ་འབྲ་བའི་རྟེན་གང་ཡིན།,སེམས་པ་སེམས་མེད་དེ་དག་ཀྱང་། །གཅིག་འགྱུར་གང་ཕྱིར་ཡོད་ཉིད་མཚུངས། །གང་ཚེ་བྱེ་བྲག་ཕྱིན་ཅི་ལོག །དེ་ཚེ་འབྲ་བའི་རྟེན་གང་ཡིན། །
ཤེས་པ་,know,འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི། །བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར།,འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི། །བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར། །དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི། །བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ། །
ཤེས་པ་,learn,འདི་དང་སངས་རྒྱས་བཀའ་སྩལ་གཞན། །མདོ་སྡེ་བཀླགས་ནས་ཤེས་པར་བྱ། །,དཔལ་འབྱུང་བ་ཡི་རྣམ་ཐར་ལས། །བླ་མ་བསྟེན་པའི་ཚུལ་ལྟར་བསླབ། །འདི་དང་སངས་རྒྱས་བཀའ་སྩལ་གཞན། །མདོ་སྡེ་བཀླགས་ནས་ཤེས་པར་བྱ། །
ཤེས་པ་,consciousness,གང་ཞིག་ནུས་དེ་ཤེས་པ་མིན། །དོན་མེད་འཁྱུད་དེས་ཅི་ཞིག་བྱ། །,འདོད་པའི་སེམས་གང་ཡིན་པ་དེ། །རེག་དང་བལྟ་བར་མི་ནུས་ལ། །གང་ཞིག་ནུས་དེ་ཤེས་པ་མིན། །དོན་མེད་འཁྱུད་དེས་ཅི་ཞིག་བྱ། །
ཤེས་པ་,cognition,ཤིང་ཡང་ཤེས་པར་ཐལ་བར་འགྱུར། །,གལ་ཏེ་ཤེས་མེད་ཤེས་ཡིན་ན། །ཤིང་ཡང་ཤེས་པར་ཐལ་བར་འགྱུར། །དེས་ན་ཤེས་བྱ་ཉེར་གནས་པ། །མེད་པར་ཤེས་པ་མེད་ཅེས་ངེས། །
ཤེས་པར་བྱ་,understand,།དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི། །བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ།,འགྲོ་བར་འདོད་དང་འགྲོ་བ་ཡི། །བྱེ་བྲག་ཇི་ལྟར་ཤེས་པ་ལྟར། །དེ་བཞིན་མཁས་པས་འདི་གཉིས་ཀྱི། །བྱེ་བྲག་རིམ་བཞིན་ཤེས་པར་བྱ། །
ཤེས་པར་བྱ་,know,བསགས་དང་བསྲུང་དང་བརླག་པའི་གདུང་བ་ཡིས། །ནོར་ནི་ཕུང་ཁྲོལ་མཐའ་ཡས་ཤེས་པར་བྱ། །,བསགས་དང་བསྲུང་དང་བརླག་པའི་གདུང་བ་ཡིས། །ནོར་ནི་ཕུང་ཁྲོལ་མཐའ་ཡས་ཤེས་པར་བྱ། །ནོར་ལ་ཆགས་པས་གཡེངས་པར་གྱུར་པ་རྣམས། །སྲིད་པའི་སྡུག་བསྔལ་ལས་གྲོལ་སྐབས་མེད་དོ། །
འདོད་,want,བདེ་ཐོབ་སྡུག་བསྔལ་གཞོམ་འདོད་ཀྱང་། །དེ་དག་དོན་མེད་གྱི་ནར་འཁྱམ། །,གང་གིས་ཆོས་ཀྱི་གཙོ་བོ་མཆོག །སེམས་ཀྱི་གསང་འདི་མ་ཤེས་ན། །བདེ་ཐོབ་སྡུག་བསྔལ་གཞོམ་འདོད་ཀྱང་། །དེ་དག་དོན་མེད་གྱི་ནར་འཁྱམ། །
འདོད་,wish,གང་ཚེ་བསྐྱོད་པར་འདོད་གྱུར་ཏམ།,གང་ཚེ་བསྐྱོད་པར་འདོད་གྱུར་ཏམ། །སྨྲ་བར་འདོད་པར་གྱུར་ན་ཡང་། །དང་པོར་རང་གི་སེམས་བརྟགས་ནས། །བརྟན་པས་རིག་པ་ལྡན་པར་བྱ། །
འདོད་,wishes,མི་དགའ་བྱས་ཀྱང་འདོད་མི་འགྲུབ། །དགེ་བ་དག་ནི་ཉམས་པར་འགྱུར། །,ཅི་ལ་བབ་ཀྱང་བདག་གིས་ནི། །དགའ་བའི་ཡིད་ནི་དཀྲུགས་མི་བྱ། །མི་དགའ་བྱས་ཀྱང་འདོད་མི་འགྲུབ། །དགེ་བ་དག་ནི་ཉམས་པར་འགྱུར། །
འདོད་,desire,འགྲོ་ལ་འདོད་བཞིན་རྒྱལ་བའི་འབྲས་བུ་རྫོགས་པར་བྱེད། །,གང་ཞིག་ང་རྒྱལ་དགྲ་ལས་རྒྱལ་ཕྱིར་ང་རྒྱལ་འཆང་། །དེ་ནི་ང་རྒྱལ་ཅན་དང་རྣམ་རྒྱལ་དཔའ་དེ་ཉིད། །གང་ཞིག་ང་རྒྱལ་དགྲ་བདོ་བ་ཡང་ངེས་བཅོམ་སྟེ། །འགྲོ་ལ་འདོད་བཞིན་རྒྱལ་བའི་འབྲས་བུ་རྫོགས་པར་བྱེད། །
འདོད་,lusted for,རབ་ཏུ་འདོད་ཅིང་ཡོངས་ཞེན་ནས། །,ཀེང་རུས་ཉིད་ཡིན་གཞན་མིན་ན། །རང་དབང་དང་ནི་བདག་མིན་ལ། །རབ་ཏུ་འདོད་ཅིང་ཡོངས་ཞེན་ནས། །ཅི་ཕྱིར་མྱ་ངན་འདས་མི་འགྲོ། །
འདོད་,desires,དེ་ལྟར་འདོད་ལ་སྐྱོ་བྱས་ཏེ། །དབེན་པ་ལ་ནི་དགའ་བ་བསྐྱེད།,དེ་ལྟར་འདོད་ལ་སྐྱོ་བྱས་ཏེ། །དབེན་པ་ལ་ནི་དགའ་བ་བསྐྱེད། །རྩོད་དང་ཉོན་མོངས་ཀྱིས་སྟོང་པ། །ཞི་བའི་ནགས་ཀྱི་ནང་དག་ཏུ། །
འདོད་,wanting,དེ་བཞིན་འགྲོ་བ་ཐ་དད་བདེ་སྡུག་དག །ཐམས་ཅད་བདག་བཞིན་བདེ་བ་འདོད་མཉམ་གཅིག །,ལག་པ་ལ་སོགས་དབྱེ་བ་རྣམ་མང་ཡང་། །ཡོངས་སུ་བསྲུང་བྱའི་ལུས་སུ་གཅིག་པ་ལྟར། །དེ་བཞིན་འགྲོ་བ་ཐ་དད་བདེ་སྡུག་དག །ཐམས་ཅད་བདག་བཞིན་བདེ་བ་འདོད་མཉམ་གཅིག །
གཉིད་ལོག་,asleep,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །
གཉིད་ལོག་,sleep,།འདི་ལྟར་གཉིད་ལོག་ཇི་ལྟར་དགའ།,ལམ་ནི་ཀུན་ནས་བཀག་ནས་སུ། །འཆི་བདག་གིས་ནི་བལྟས་བཞིན་དུ། །ཇི་ལྟར་ཁྱོད་ནི་ཟ་དགའ་ཞིང་། །འདི་ལྟར་གཉིད་ལོག་ཇི་ལྟར་དགའ། །
བག་མེད་,careless,བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །
བག་མེད་,carelessly,མགོན་པོ་བག་མེད་བདག་གིས་ནི། །འཇིགས་པ་འདི་འདྲ་མ་འཚལ་ནས། །,མགོན་པོ་བག་མེད་བདག་གིས་ནི། །འཇིགས་པ་འདི་འདྲ་མ་འཚལ་ནས། །མི་རྟག་ཚེ་འདིའི་ཆེད་དག་ཏུ། །སྡིག་པ་མང་པོ་ཉེ་བར་བསྒྲུབས། །
རྒྱུན་མི་འཆད་པར་,unremitting,རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །
རྒྱུན་མི་འཆད་པར་,continuously,རིན་ཆེན་མེ་ཏོག་ལ་སོགས་ཆར། །རྒྱུན་མི་འཆད་པར་འབབ་པར་ཤོག །,དམ་ཆོས་དཀོན་མཆོག་ཐམས་ཅད་དང་། །མཆོད་རྟེན་རྣམས་དང་སྐུ་གཟུགས་ལ། །རིན་ཆེན་མེ་ཏོག་ལ་སོགས་ཆར། །རྒྱུན་མི་འཆད་པར་འབབ་པར་ཤོག །
དུ་མ་,many,རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །
དུ་མ་,multiple,འོན་ཀྱང་ས་སོགས་དུ་མ་དང་། །,འོན་ཀྱང་ས་སོགས་དུ་མ་དང་། །མི་རྟག་གཡོ་མེད་ལྷ་མིན་ཞིང་། །འགོམ་བྱ་ཉིད་དང་མི་གཙང་བས། །དེ་ནི་དབང་ཕྱུག་ཉིད་མ་ཡིན། །
ནམ་མཁའ་,sky,ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །,དེང་ནས་བཟུང་སྟེ་གཉིད་ལོག་གམ། །བག་མེད་གྱུར་ཀྱང་བསོད་ནམས་ཤུགས། །རྒྱུན་མི་འཆད་པར་དུ་མ་ཞིག །ནམ་མཁའ་མཉམ་པར་རབ་ཏུ་འབྱུང་། །
ནམ་མཁའ་,space,ནམ་མཁའ་རབ་འབྱམས་ཁམས་ཀྱི་མཐས་གཏུགས་ན། །,མཚོ་དང་རྫིང་བུ་པདྨས་བརྒྱན་པ་དག །ངང་པ་ཤིན་ཏུ་སྐད་སྙན་ཡིད་འོང་ལྡན། །ནམ་མཁའ་རབ་འབྱམས་ཁམས་ཀྱི་མཐས་གཏུགས་ན། །ཡོངས་སུ་གཟུང་བ་མེད་པ་དེ་དག་ཀུན། །
དེ་བཞིན་གཤེགས་པ་,Tathagata,དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས། །,འདི་ནི་འཐད་པ་དང་བཅས་པར། །ལག་བཟང་གིས་ནི་ཞུས་པ་ལས། །དམན་མོས་སེམས་ཅན་དོན་གྱི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་ཉིད་ཀྱིས་གསུངས། །
དེ་བཞིན་གཤེགས་པ་,tathagatas,དེ་བཞིན་གཤེགས་པ་རྣམས་དང་དམ་པའི་ཆོས། །,རིན་ཆེན་སེམས་དེ་གཟུང་བར་བྱ་བའི་ཕྱིར། །དེ་བཞིན་གཤེགས་པ་རྣམས་དང་དམ་པའི་ཆོས། །དཀོན་མཆོག་དྲི་མ་མེད་དང་སངས་རྒྱས་སྲས། །ཡོན་ཏན་རྒྱ་མཚོ་རྣམས་ལ་ལེགས་པར་མཆོད། །
དེ་བཞིན་གཤེགས་པ་,tathagata,དེ་བཞིན་གཤེགས་པ་འབྱུང་བ་དང་། །དད་དང་མི་ལུས་ཐོབ་པ་དང་། །,དེ་བཞིན་གཤེགས་པ་འབྱུང་བ་དང་། །དད་དང་མི་ལུས་ཐོབ་པ་དང་། །དགེ་གོམས་རུང་བ་དེ་ལྟ་བུ། །དཀོན་པ་ནམ་ཞིག་ཐོབ་པར་འགྱུར། །
